ID заказа,Дата отправки,Расстояние (км),Опыт водителя (лет),Вес груза (кг),Тип груза,Погодные условия,Сезон,Время суток,День недели,Задержка доставки (дней),Группа опыта
OD41263,2019-03-13,768,8,11716,Опасный,Ясно,Весна,День,Среда,0,6-10
DL22684,2019-03-13,384,15,11558,Замороженный,Туман,Весна,Ночь,Среда,0,11-20
DL13382,2019-03-13,425,16,15247,Хрупкий,Снег,Весна,Утро,Среда,0,11-20
OR61840,2019-03-13,1219,17,20195,Обычный,Ясно,Весна,День,Среда,2,11-20
DL46445,2019-03-13,987,10,6772,Хрупкий,Ясно,Весна,Ночь,Среда,0,6-10
DL46051,2019-03-13,634,16,6330,Опасный,Дождь,Весна,Вечер,Среда,0,11-20
OD91901,2019-03-13,416,11,6465,Хрупкий,Ясно,Весна,Утро,Среда,0,11-20
DL20077,2019-03-14,736,16,11853,Обычный,Ясно,Весна,Ночь,Четверг,0,11-20
OD98800,2019-03-14,438,9,8989,Хрупкий,Ясно,Весна,Утро,Четверг,0,6-10
DL14412,2019-03-14,1249,21,21189,Замороженный,Туман,Весна,Утро,Четверг,3,21-30
OD81826,2019-03-14,840,15,13510,Опасный,Туман,Весна,Утро,Четверг,0,11-20
OR31327,2019-03-14,1842,28,32644,Обычный,Дождь,Весна,Вечер,Четверг,5,21-30
OR68752,2019-03-15,725,9,10675,Обычный,Дождь,Весна,Утро,Пятница,0,6-10
OD54333,2019-03-15,714,18,12622,Опасный,Дождь,Весна,Вечер,Пятница,1,11-20
OR16249,2019-03-15,1177,14,22453,Хрупкий,Ясно,Весна,День,Пятница,1,11-20
DL68486,2019-03-16,1896,28,22381,Опасный,Ясно,Весна,Ночь,Суббота,4,21-30
OR97850,2019-03-16,485,9,10766,Хрупкий,Дождь,Весна,Ночь,Суббота,0,6-10
DL48969,2019-03-16,1103,15,7940,Обычный,Дождь,Весна,Вечер,Суббота,0,11-20
OD24578,2019-03-16,1933,24,26463,Хрупкий,Ясно,Весна,Утро,Суббота,4,21-30
DL51480,2019-03-16,1012,10,11754,Хрупкий,Ясно,Весна,Вечер,Суббота,0,6-10
OD64970,2019-03-17,889,8,9502,Опасный,Ясно,Весна,Утро,Воскресенье,0,6-10
OR71614,2019-03-17,1985,24,31988,Замороженный,Ясно,Весна,Утро,Воскресенье,4,21-30
DL17800,2019-03-17,1080,10,6478,Опасный,Ясно,Весна,День,Воскресенье,0,6-10
OR50248,2019-03-17,847,7,16334,Хрупкий,Дождь,Весна,Ночь,Воскресенье,0,6-10
DL95470,2019-03-17,839,13,8170,Хрупкий,Дождь,Весна,День,Воскресенье,0,11-20
OR11861,2019-03-18,1148,8,8523,Обычный,Ясно,Весна,Вечер,Понедельник,0,6-10
OD24509,2019-03-18,412,14,11099,Обычный,Ясно,Весна,Ночь,Понедельник,0,11-20
OR48735,2019-03-18,417,12,7747,Замороженный,Дождь,Весна,Ночь,Понедельник,0,11-20
DL16516,2019-03-18,797,9,13988,Обычный,Туман,Весна,Ночь,Понедельник,0,6-10
OD15590,2019-03-19,1405,19,16762,Хрупкий,Дождь,Весна,Ночь,Вторник,1,11-20
OD93598,2019-03-19,1314,12,14877,Хрупкий,Дождь,Весна,Ночь,Вторник,1,11-20
OD41361,2019-03-19,582,10,11974,Опасный,Ясно,Весна,Вечер,Вторник,0,6-10
OR58523,2019-03-20,1570,26,23065,Обычный,Туман,Весна,Ночь,Среда,3,21-30
DL21696,2019-03-20,848,14,13776,Хрупкий,Туман,Весна,Ночь,Среда,1,11-20
OD72119,2019-03-20,740,14,6333,Обычный,Снег,Весна,Ночь,Среда,0,11-20
OR45979,2019-03-21,1737,23,24878,Обычный,Ясно,Весна,Утро,Четверг,3,21-30
DL52509,2019-03-21,1689,28,19566,Хрупкий,Дождь,Весна,Вечер,Четверг,3,21-30
OD18825,2019-03-21,1353,22,24198,Обычный,Ясно,Весна,Вечер,Четверг,2,21-30
OD16689,2019-03-22,997,21,18014,Хрупкий,Дождь,Весна,Вечер,Пятница,2,21-30
OD12429,2019-03-22,1172,18,17836,Опасный,Дождь,Весна,Утро,Пятница,2,11-20
OR60411,2019-03-23,706,8,10478,Обычный,Туман,Весна,Ночь,Суббота,0,6-10
DL39721,2019-03-23,978,14,10204,Обычный,Снег,Весна,Ночь,Суббота,0,11-20
OR73630,2019-03-23,1431,25,31227,Опасный,Дождь,Весна,Ночь,Суббота,4,21-30
OD73462,2019-03-23,576,13,11689,Хрупкий,Дождь,Весна,Вечер,Суббота,0,11-20
OD67707,2019-03-23,425,11,14782,Обычный,Туман,Весна,Вечер,Суббота,0,11-20
DL10841,2019-03-23,953,13,9417,Хрупкий,Ясно,Весна,Ночь,Суббота,0,11-20
DL76446,2019-03-23,479,14,13368,Обычный,Снег,Весна,День,Суббота,0,11-20
DL90794,2019-03-24,1069,22,21582,Хрупкий,Ясно,Весна,Утро,Воскресенье,2,21-30
OD37301,2019-03-24,1100,12,12942,Опасный,Ясно,Весна,Вечер,Воскресенье,0,11-20
DL67629,2019-03-24,1059,10,8813,Хрупкий,Снег,Весна,Утро,Воскресенье,0,6-10
OD11322,2019-03-24,1607,21,15494,Обычный,Ясно,Весна,Ночь,Воскресенье,2,21-30
OR16839,2019-03-24,558,14,14187,Обычный,Ясно,Весна,Вечер,Воскресенье,0,11-20
DL93801,2019-03-24,870,12,15497,Обычный,Ясно,Весна,Ночь,Воскресенье,0,11-20
OD89863,2019-03-25,1186,8,14998,Обычный,Ясно,Весна,Вечер,Понедельник,0,6-10
OD32503,2019-03-25,524,7,14440,Обычный,Туман,Весна,Вечер,Понедельник,0,6-10
DL79137,2019-03-25,430,15,8092,Обычный,Ясно,Весна,Ночь,Понедельник,0,11-20
OD84116,2019-03-26,1375,23,23020,Замороженный,Дождь,Весна,Утро,Вторник,2,21-30
DL71897,2019-03-26,979,13,10259,Опасный,Дождь,Весна,Ночь,Вторник,0,11-20
DL33761,2019-03-26,1005,,16972,Хрупкий,Ясно,Весна,Утро,Вторник,0,
OR63218,2019-03-26,668,13,7804,Замороженный,Дождь,Весна,Ночь,Вторник,0,11-20
DL18052,2019-03-27,556,10,10618,Обычный,Дождь,Весна,Утро,Среда,0,6-10
DL81767,2019-03-27,413,15,10862,Обычный,Дождь,Весна,День,Среда,0,11-20
OD51109,2019-03-27,1030,10,11146,Хрупкий,Ясно,Весна,День,Среда,0,6-10
DL83622,2019-03-27,1521,16,18752,Обычный,Туман,Весна,Вечер,Среда,2,11-20
OR48481,2019-03-27,388,14,11680,Обычный,Ясно,Весна,День,Среда,0,11-20
DL21631,2019-03-28,1216,15,7267,Обычный,Ясно,Весна,День,Четверг,0,11-20
DL37702,2019-03-28,592,8,13617,Опасный,,Весна,Вечер,Четверг,0,6-10
DL60241,2019-03-28,1317,25,26121,Опасный,Ясно,Весна,Утро,Четверг,3,21-30
OD74163,2019-03-28,641,16,11192,Хрупкий,Ясно,Весна,Утро,Четверг,0,11-20
OD46820,2019-03-28,723,10,7112,Хрупкий,Ясно,Весна,Вечер,Четверг,0,6-10
OR57447,2019-03-29,1366,21,18794,Опасный,Ясно,Весна,Ночь,Пятница,3,21-30
DL43311,2019-03-29,2065,26,28548,Хрупкий,Ясно,Весна,Вечер,Пятница,4,21-30
DL55449,2019-03-29,1069,13,10479,Обычный,Дождь,Весна,Утро,Пятница,0,11-20
OD47812,2019-03-29,1423,19,14525,Обычный,Дождь,Весна,Утро,Пятница,2,11-20
OR20614,2019-03-29,405,10,8825,Обычный,Ясно,Весна,День,Пятница,0,6-10
DL97569,2019-03-30,2030,26,26825,Опасный,Ясно,Весна,День,Суббота,4,21-30
OR61492,2019-03-30,747,15,15985,Опасный,,Весна,День,Суббота,0,11-20
OD28086,2019-03-31,1483,27,24842,Опасный,Дождь,Весна,Вечер,Воскресенье,3,21-30
OD65966,2019-03-31,2193,30,28309,Обычный,Туман,Весна,Утро,Воскресенье,4,21-30
DL19434,2019-03-31,1005,15,9804,Замороженный,Дождь,Весна,Вечер,Воскресенье,0,11-20
OR92363,2019-03-31,1349,27,30010,Опасный,Туман,Весна,Вечер,Воскресенье,4,21-30
OD27099,2019-03-31,1216,14,9672,Хрупкий,Ясно,Весна,День,Воскресенье,0,11-20
OR71127,2019-03-31,830,10,11044,Обычный,Ясно,Весна,Вечер,Воскресенье,0,6-10
OR91502,2019-03-31,1735,23,18149,Хрупкий,Снег,Весна,Вечер,Воскресенье,2,21-30
DL95135,2019-03-31,2065,43,40637,Обычный,Туман,Весна,День,Воскресенье,7,30+
DL81421,2019-03-31,1866,27,21844,Обычный,Дождь,Весна,День,Воскресенье,4,21-30
DL53323,2019-04-01,753,13,7882,Обычный,Туман,Весна,Утро,Понедельник,0,11-20
DL58790,2019-04-01,1095,10,6346,Опасный,Туман,Весна,Ночь,Понедельник,0,6-10
OD60859,2019-04-01,1885,25,21941,Опасный,Туман,Весна,Вечер,Понедельник,4,21-30
DL11724,2019-04-02,420,14,13800,Опасный,Ясно,Весна,Ночь,Вторник,0,11-20
OR92620,2019-04-02,1022,12,21230,Хрупкий,Ясно,Весна,Ночь,Вторник,1,11-20
DL72157,2019-04-02,1069,13,15809,Обычный,,Весна,Утро,Вторник,0,11-20
DL98988,2019-04-02,1259,8,8471,Замороженный,Ясно,Весна,День,Вторник,0,6-10
DL35563,2019-04-02,642,15,16728,Опасный,Ясно,Весна,Ночь,Вторник,0,11-20
DL86177,2019-04-02,462,16,14357,Опасный,Дождь,Весна,Ночь,Вторник,0,11-20
OD46677,2019-04-02,999,7,10721,Замороженный,Дождь,Весна,Вечер,Вторник,0,6-10
OD33994,2019-04-03,615,7,7730,Опасный,Ясно,Весна,День,Среда,0,6-10
DL53351,2019-04-03,467,14,11421,Опасный,Ясно,Весна,Вечер,Среда,0,11-20
OR11067,2019-04-03,1747,20,23625,Обычный,Ясно,Весна,Ночь,Среда,3,11-20
OR91348,2019-04-03,1209,20,17046,Опасный,Ясно,Весна,День,Среда,2,11-20
OD40704,2019-04-03,508,14,9534,Обычный,Ясно,Весна,День,Среда,0,11-20
OR37561,2019-04-04,624,18,14179,Замороженный,Ясно,Весна,День,Четверг,1,11-20
DL36264,2019-04-05,1759,22,22801,Опасный,Дождь,Весна,День,Пятница,3,21-30
DL83443,2019-04-05,629,11,18722,Хрупкий,Туман,Весна,Вечер,Пятница,0,11-20
DL54277,2019-04-05,1758,28,24934,Хрупкий,Ясно,Весна,Вечер,Пятница,4,21-30
OD83539,2019-04-06,1163,,9935,Опасный,Дождь,Весна,Ночь,Суббота,0,
OR61303,2019-04-06,720,15,9848,Опасный,Дождь,Весна,Вечер,Суббота,0,11-20
DL17829,2019-04-07,2163,31,24722,Хрупкий,Ясно,Весна,Утро,Воскресенье,4,30+
OD45366,2019-04-07,483,12,12440,Обычный,Ясно,Весна,День,Воскресенье,0,11-20
OR58109,2019-04-08,1506,20,16639,Опасный,Туман,Весна,День,Понедельник,1,11-20
OD28401,2019-04-08,856,12,14131,Хрупкий,Туман,Весна,Ночь,Понедельник,0,11-20
OR58114,2019-04-08,1463,26,24040,Опасный,Ясно,Весна,Ночь,Понедельник,3,21-30
OR78381,2019-04-09,690,10,8956,Обычный,Дождь,Весна,Вечер,Вторник,0,6-10
OD41420,2019-04-09,712,9,10159,Обычный,Ясно,Весна,Утро,Вторник,0,6-10
OD83650,2019-04-09,727,7,7300,Опасный,Снег,Весна,Утро,Вторник,0,6-10
DL18189,2019-04-09,582,7,14490,Хрупкий,Дождь,Весна,День,Вторник,0,6-10
DL29097,2019-04-10,734,13,19357,Опасный,Дождь,Весна,Вечер,Среда,0,11-20
OR16051,2019-04-10,1271,20,16895,Замороженный,Ясно,Весна,День,Среда,2,11-20
OR47909,2019-04-11,634,10,12775,Хрупкий,Ясно,Весна,Вечер,Четверг,0,6-10
DL82020,2019-04-11,623,15,15929,Хрупкий,Туман,Весна,День,Четверг,0,11-20
DL94827,2019-04-11,476,14,6512,Хрупкий,Ясно,Весна,Ночь,Четверг,0,11-20
OR69368,2019-04-11,575,8,11863,Хрупкий,Дождь,Весна,День,Четверг,0,6-10
DL43806,2019-04-11,1021,8,7848,Обычный,Ясно,Весна,Вечер,Четверг,0,6-10
OD38324,2019-04-11,871,8,7814,Хрупкий,Ясно,Весна,Ночь,Четверг,0,6-10
OR27785,2019-04-11,904,16,6340,Замороженный,Снег,Весна,Вечер,Четверг,0,11-20
DL98017,2019-04-12,875,9,11308,Опасный,Снег,Весна,Ночь,Пятница,0,6-10
OR20553,2019-04-12,1594,32,32524,Опасный,Ясно,Весна,Утро,Пятница,5,30+
DL58555,2019-04-13,937,8,12793,Хрупкий,Ясно,Весна,Вечер,Суббота,0,6-10
DL56489,2019-04-13,1040,12,17202,Опасный,Ясно,Весна,День,Суббота,1,11-20
OR90469,2019-04-13,811,8,15166,Хрупкий,Ясно,Весна,Ночь,Суббота,0,6-10
OR83082,2019-04-14,1064,8,13508,Опасный,Снег,Весна,Ночь,Воскресенье,0,6-10
DL65215,2019-04-14,1086,,16138,Хрупкий,Ясно,Весна,Вечер,Воскресенье,0,
OD84333,2019-04-14,588,,17005,Обычный,Дождь,Весна,Вечер,Воскресенье,0,
OD59857,2019-04-14,1069,20,22353,Обычный,Ясно,Весна,Утро,Воскресенье,2,11-20
DL95713,2019-04-15,1216,8,8499,Обычный,Дождь,Весна,Утро,Понедельник,0,6-10
OD89284,2019-04-15,1304,19,25079,Опасный,Дождь,Весна,Утро,Понедельник,2,11-20
DL10104,2019-04-15,425,9,9416,Хрупкий,Дождь,Весна,Ночь,Понедельник,0,6-10
DL51023,2019-04-15,1123,15,18832,Замороженный,Туман,Весна,Вечер,Понедельник,1,11-20
DL12484,2019-04-15,937,15,15717,Обычный,Ясно,Весна,День,Понедельник,0,11-20
DL69882,2019-04-15,509,16,10481,Обычный,Дождь,Весна,Утро,Понедельник,0,11-20
DL37785,2019-04-15,1049,9,13147,Обычный,Ясно,Весна,Утро,Понедельник,0,6-10
OR25568,2019-04-15,553,16,9138,Хрупкий,Ясно,Весна,Вечер,Понедельник,0,11-20
DL72650,2019-04-15,653,12,14300,Замороженный,Дождь,Весна,Ночь,Понедельник,0,11-20
DL15588,2019-04-15,1070,,6209,Опасный,Ясно,Весна,Ночь,Понедельник,0,
DL50691,2019-04-16,653,10,10903,Обычный,Ясно,Весна,Утро,Вторник,0,6-10
OR87774,2019-04-16,1186,11,16126,Хрупкий,Ясно,Весна,Ночь,Вторник,0,11-20
OD30752,2019-04-16,1559,24,18274,Хрупкий,Дождь,Весна,Вечер,Вторник,3,21-30
OR54969,2019-04-16,492,12,10946,Обычный,Снег,Весна,Ночь,Вторник,0,11-20
OD47178,2019-04-16,2275,28,26975,Хрупкий,Дождь,Весна,Вечер,Вторник,5,21-30
OR78217,2019-04-17,988,,8114,Опасный,Дождь,Весна,День,Среда,0,
OD38470,2019-04-17,776,16,14227,Опасный,,Весна,Утро,Среда,0,11-20
DL33419,2019-04-18,886,10,13594,Замороженный,,Весна,Утро,Четверг,0,6-10
OR71984,2019-04-18,1057,15,10167,Хрупкий,Дождь,Весна,Вечер,Четверг,0,11-20
OD25958,2019-04-18,673,11,15494,Обычный,Ясно,Весна,Вечер,Четверг,0,11-20
DL39101,2019-04-19,403,13,10691,Замороженный,Ясно,Весна,Утро,Пятница,0,11-20
OR95328,2019-04-19,1052,10,15761,Обычный,Дождь,Весна,Вечер,Пятница,0,6-10
OR66021,2019-04-20,891,11,6375,Замороженный,Ясно,Весна,Утро,Суббота,0,11-20
OR10246,2019-04-20,1170,12,15506,Обычный,,Весна,Ночь,Суббота,0,11-20
