ID ТС,Дата записи,Пробег (км),Возраст ТС (лет),Количество ТО за год,Загрузка (%),Средняя скорость (км/ч),Средняя нагрузка двигателя (%),Поломка в ближайший месяц
VEH42690,2019-04-16,140246.0,3.0,7.0,80.5,19.0,67.0,0
VEH17144,2019-04-17,373506.0,9.0,0.0,59.5,69.0,30.0,1
VEH44601,2019-04-18,36067.0,1.0,4.0,40.3,64.0,40.0,0
VEH30662,2019-04-19,728992.0,13.0,2.0,97.5,29.0,60.0,0
VEH34933,2019-04-19,665352.0,13.0,10.0,48.6,44.0,71.0,0
VEH24220,2019-04-20,197012.0,5.0,2.0,57.9,34.0,78.0,0
VEH45439,2019-04-20,776794.0,19.0,6.0,91.3,22.0,58.0,0
VEH53280,2019-04-20,250033.0,7.0,7.0,43.4,61.0,83.0,0
VEH28528,2019-04-20,218451.0,4.0,3.0,84.3,80.0,73.0,0
VEH63469,2019-04-21,332896.0,8.0,6.0,77.5,61.0,67.0,0
VEH18450,2019-04-21,18011.0,0.0,7.0,41.8,68.0,87.0,0
VEH24099,2019-04-21,765498.0,17.0,2.0,56.1,38.0,67.0,0
VEH57857,2019-04-21,760207.0,11.0,9.0,56.1,70.0,104.0,0
VEH26060,2019-04-22,573845.0,13.0,4.0,65.9,57.0,75.0,0
VEH73103,2019-04-22,547849.0,9.0,3.0,36.8,75.0,105.0,0
VEH35342,2019-04-23,538421.0,15.0,1.0,69.4,18.0,32.0,1
VEH01405,2019-04-23,805505.0,18.0,5.0,69.1,51.0,57.0,1
VEH62025,2019-04-23,248742.0,9.0,0.0,38.3,88.0,100.0,0
VEH42682,2019-04-24,425555.0,12.0,4.0,36.3,89.0,73.0,0
VEH16834,2019-04-25,29941.0,1.0,8.0,50.5,85.0,72.0,0
VEH25057,2019-04-25,163413.0,9.0,3.0,91.1,55.0,99.0,0
VEH58613,2019-04-25,390979.0,11.0,3.0,38.8,25.0,43.0,0
VEH73454,2019-04-25,906015.0,19.0,4.0,66.4,40.0,76.0,1
VEH20745,2019-04-26,209721.0,4.0,10.0,74.4,82.0,46.0,0
VEH67562,2019-04-26,977096.0,20.0,10.0,76.5,53.0,71.0,0
VEH60782,2019-04-26,457091.0,14.0,0.0,99.4,90.0,65.0,0
VEH01179,2019-04-26,49234.0,4.0,1.0,95.9,77.0,54.0,0
VEH55812,2019-04-26,305408.0,10.0,6.0,96.1,82.0,77.0,1
VEH95966,2019-04-26,230928.0,4.0,7.0,49.3,88.0,57.0,0
VEH30017,2019-04-27,532568.0,11.0,7.0,48.6,55.0,35.0,1
VEH51264,2019-04-27,373990.0,8.0,2.0,66.6,21.0,97.0,0
VEH48810,2019-04-27,,15.0,4.0,82.2,79.0,76.0,0
VEH69616,2019-04-27,450491.0,10.0,1.0,89.8,82.0,34.0,0
VEH13022,2019-04-27,9889.0,2.0,2.0,32.4,29.0,77.0,0
VEH78664,2019-04-28,361988.0,7.0,10.0,93.8,88.0,64.0,1
VEH31447,2019-04-28,658403.0,12.0,8.0,66.6,32.0,38.0,1
VEH39104,2019-04-28,258929.0,12.0,0.0,86.0,49.0,58.0,0
VEH18591,2019-04-28,79384.0,3.0,7.0,79.3,77.0,46.0,0
VEH95854,2019-04-29,223518.0,8.0,9.0,58.1,69.0,63.0,0
VEH93487,2019-04-29,950021.0,20.0,5.0,57.8,51.0,90.0,1
VEH79983,2019-04-29,447576.0,7.0,7.0,70.9,68.0,108.0,0
VEH36886,2019-04-30,1000571.0,17.0,5.0,67.5,78.0,69.0,0
VEH72280,2019-05-01,251734.0,7.0,11.0,63.3,72.0,57.0,0
VEH81247,2019-05-01,913961.0,14.0,4.0,67.4,55.0,30.0,0
VEH47674,2019-05-02,21193.0,3.0,2.0,65.6,19.0,104.0,0
VEH02452,2019-05-03,20469.0,1.0,4.0,43.0,58.0,72.0,0
VEH93737,2019-05-03,166184.0,3.0,1.0,44.7,35.0,41.0,0
VEH59944,2019-05-03,1019966.0,17.0,2.0,37.6,89.0,53.0,1
VEH93074,2019-05-03,214104.0,11.0,11.0,67.4,45.0,35.0,0
VEH29196,2019-05-03,1186037.0,17.0,6.0,60.7,20.0,74.0,1
VEH64506,2019-05-04,216866.0,4.0,6.0,71.3,66.0,24.0,0
VEH60497,2019-05-04,436784.0,15.0,10.0,43.4,35.0,45.0,0
VEH01426,2019-05-04,381278.0,8.0,0.0,45.9,41.0,93.0,0
VEH87390,2019-05-05,319584.0,6.0,7.0,62.9,56.0,84.0,0
VEH81152,2019-05-05,294927.0,7.0,5.0,67.6,31.0,63.0,0
VEH70327,2019-05-06,319749.0,11.0,8.0,91.4,25.0,101.0,1
VEH95679,2019-05-06,982872.0,20.0,5.0,79.1,80.0,53.0,1
VEH92036,2019-05-06,210121.0,8.0,3.0,68.8,81.0,35.0,0
VEH32150,2019-05-06,543313.0,14.0,1.0,61.6,38.0,82.0,0
VEH50320,2019-05-06,1085281.0,20.0,10.0,67.3,49.0,53.0,0
VEH53016,2019-05-06,31976.0,0.0,0.0,61.6,51.0,67.0,0
VEH78607,2019-05-07,222655.0,7.0,2.0,36.9,68.0,47.0,0
VEH27411,2019-05-07,130938.0,6.0,1.0,85.8,33.0,71.0,0
VEH81045,2019-05-07,1081738.0,17.0,3.0,31.0,81.0,81.0,1
VEH04349,2019-05-08,148236.0,7.0,5.0,46.6,42.0,57.0,0
VEH78127,2019-05-08,1063105.0,19.0,0.0,58.1,77.0,113.0,1
VEH64531,2019-05-08,130176.0,4.0,2.0,86.5,77.0,91.0,0
VEH26344,2019-05-08,285468.0,5.0,1.0,84.1,46.0,52.0,0
VEH18292,2019-05-08,38301.0,0.0,2.0,83.6,75.0,65.0,0
VEH69734,2019-05-09,,7.0,10.0,52.3,38.0,54.0,0
VEH11375,2019-05-09,215049.0,5.0,4.0,99.8,73.0,55.0,0
VEH00101,2019-05-09,807029.0,13.0,8.0,87.1,83.0,78.0,0
VEH60389,2019-05-09,7070.0,2.0,7.0,73.9,80.0,110.0,0
VEH36130,2019-05-09,509536.0,11.0,7.0,70.2,54.0,58.0,0
VEH34028,2019-05-10,704720.0,14.0,8.0,36.2,23.0,85.0,0
VEH50547,2019-05-10,728028.0,19.0,0.0,53.8,27.0,42.0,0
VEH51332,2019-05-10,912849.0,16.0,4.0,57.8,33.0,52.0,0
VEH97499,2019-05-10,39778.0,0.0,0.0,68.9,82.0,73.0,0
VEH58345,2019-05-10,496638.0,12.0,6.0,85.0,89.0,59.0,0
VEH92996,2019-05-10,540698.0,15.0,8.0,99.2,54.0,37.0,1
VEH65417,2019-05-10,14578.0,2.0,5.0,89.1,37.0,94.0,0
VEH91056,2019-05-10,10286.0,2.0,2.0,67.1,23.0,65.0,0
VEH12621,2019-05-11,1094656.0,20.0,,42.2,67.0,67.0,1
VEH89792,2019-05-11,405752.0,10.0,6.0,63.0,43.0,48.0,0
VEH99203,2019-05-11,965199.0,16.0,4.0,91.6,46.0,58.0,1
VEH52885,2019-05-12,1114829.0,19.0,6.0,87.6,39.0,104.0,1
VEH55357,2019-05-12,151031.0,3.0,11.0,71.0,35.0,90.0,0
VEH40953,2019-05-13,1203628.0,17.0,3.0,79.7,22.0,40.0,1
VEH21738,2019-05-13,320336.0,7.0,6.0,86.6,42.0,47.0,0
VEH87174,2019-05-13,530915.0,14.0,7.0,35.6,79.0,79.0,0
VEH24981,2019-05-13,121233.0,3.0,5.0,75.8,75.0,29.0,1
VEH25013,2019-05-14,209583.0,8.0,5.0,33.3,97.0,77.0,0
VEH50796,2019-05-14,783432.0,15.0,1.0,53.7,24.0,73.0,0
VEH02515,2019-05-14,17817.0,2.0,1.0,50.0,71.0,78.0,0
VEH66408,2019-05-14,292337.0,11.0,2.0,66.9,50.0,63.0,0
VEH04285,2019-05-15,718632.0,18.0,8.0,71.8,30.0,73.0,0
VEH51018,2019-05-15,55770.0,3.0,6.0,34.2,45.0,79.0,0
VEH24300,2019-05-16,539837.0,13.0,0.0,88.4,21.0,47.0,0
VEH21032,2019-05-17,1014178.0,19.0,4.0,56.3,81.0,29.0,0
VEH58556,2019-05-17,1095754.0,18.0,9.0,34.2,43.0,90.0,1
VEH58859,2019-05-17,538742.0,15.0,3.0,76.3,96.0,43.0,0
VEH12369,2019-05-17,471633.0,11.0,7.0,40.4,53.0,60.0,0
VEH53887,2019-05-17,423514.0,8.0,9.0,34.9,84.0,23.0,1
VEH15076,2019-05-17,510817.0,13.0,8.0,40.6,63.0,92.0,0
VEH13439,2019-05-17,990996.0,19.0,9.0,60.7,47.0,32.0,1
VEH79390,2019-05-17,825707.0,17.0,0.0,99.3,27.0,65.0,1
VEH88612,2019-05-17,350298.0,8.0,0.0,61.3,52.0,74.0,0
VEH26766,2019-05-18,376830.0,9.0,5.0,88.5,43.0,100.0,0
VEH35155,2019-05-18,169958.0,5.0,2.0,41.8,45.0,72.0,0
VEH21725,2019-05-19,553789.0,12.0,1.0,56.2,74.0,88.0,0
VEH17412,2019-05-19,807421.0,20.0,0.0,30.5,76.0,36.0,1
VEH76726,2019-05-19,814473.0,16.0,3.0,50.7,66.0,39.0,1
VEH85956,2019-05-19,977213.0,14.0,5.0,70.0,66.0,49.0,1
VEH66851,2019-05-19,343011.0,9.0,5.0,36.7,87.0,105.0,0
VEH53629,2019-05-19,864634.0,18.0,9.0,96.5,33.0,34.0,1
VEH23820,2019-05-19,36463.0,1.0,2.0,97.1,35.0,51.0,0
VEH48052,2019-05-20,1180392.0,19.0,0.0,45.3,41.0,46.0,1
VEH67605,2019-05-20,217977.0,8.0,7.0,64.3,94.0,99.0,0
VEH25724,2019-05-20,430580.0,15.0,10.0,55.4,51.0,107.0,0
VEH27975,2019-05-21,291686.0,8.0,3.0,97.5,31.0,50.0,1
VEH06703,2019-05-21,43278.0,3.0,5.0,31.5,63.0,66.0,0
VEH68238,2019-05-21,473487.0,9.0,10.0,85.1,33.0,87.0,0
VEH17695,2019-05-21,450436.0,15.0,8.0,59.1,55.0,74.0,0
VEH78077,2019-05-22,26388.0,1.0,3.0,51.7,87.0,50.0,0
VEH02450,2019-05-22,882866.0,19.0,0.0,49.3,85.0,84.0,1
VEH17817,2019-05-22,518772.0,9.0,3.0,47.4,62.0,97.0,0
VEH54698,2019-05-23,213832.0,8.0,4.0,60.7,79.0,63.0,0
VEH96538,2019-05-23,6376.0,0.0,7.0,91.0,30.0,55.0,0
VEH18358,2019-05-23,309798.0,5.0,2.0,41.0,37.0,61.0,0
VEH39539,2019-05-23,356766.0,7.0,8.0,58.4,54.0,33.0,1
VEH78504,2019-05-24,242679.0,11.0,1.0,65.8,52.0,77.0,0
VEH16720,2019-05-24,27086.0,1.0,6.0,61.2,41.0,91.0,0
VEH06721,2019-05-24,35402.0,2.0,5.0,45.9,57.0,59.0,0
VEH73405,2019-05-24,794180.0,18.0,6.0,31.6,38.0,51.0,0
VEH10630,2019-05-24,565391.0,13.0,4.0,61.5,90.0,84.0,0
VEH65757,2019-05-25,26917.0,0.0,5.0,50.3,27.0,119.0,0
VEH57283,2019-05-25,1035139.0,19.0,6.0,49.5,54.0,111.0,1
VEH96124,2019-05-26,544204.0,11.0,1.0,59.9,27.0,82.0,0
VEH88115,2019-05-26,163894.0,3.0,3.0,89.0,74.0,52.0,0
VEH24802,2019-05-26,745437.0,12.0,,94.3,56.0,84.0,0
VEH32108,2019-05-26,486811.0,9.0,5.0,43.5,74.0,41.0,0
VEH34583,2019-05-26,180893.0,5.0,1.0,88.3,84.0,57.0,0
VEH15557,2019-05-26,66688.0,3.0,8.0,65.8,72.0,60.0,0
VEH78221,2019-05-27,650620.0,11.0,5.0,93.1,80.0,74.0,0
VEH97133,2019-05-27,736558.0,20.0,2.0,58.0,78.0,50.0,0
VEH17094,2019-05-27,268594.0,4.0,4.0,57.5,73.0,72.0,0
VEH71230,2019-05-27,1086923.0,19.0,2.0,75.5,48.0,63.0,1
VEH79095,2019-05-28,1122591.0,20.0,1.0,63.4,41.0,104.0,1
VEH98833,2019-05-28,888718.0,20.0,7.0,94.0,21.0,106.0,1
VEH03145,2019-05-28,1029805.0,18.0,9.0,30.7,36.0,39.0,1
VEH38627,2019-05-28,950818.0,18.0,9.0,52.3,71.0,54.0,1
VEH33782,2019-05-28,1001617.0,19.0,5.0,58.1,32.0,51.0,1
VEH73512,2019-05-28,1168766.0,20.0,5.0,77.0,86.0,62.0,0
VEH38621,2019-05-28,10556.0,2.0,6.0,45.3,66.0,61.0,0
VEH88115,2019-05-29,232535.0,9.0,4.0,63.5,17.0,69.0,0
VEH17894,2019-05-29,309606.0,11.0,8.0,39.3,57.0,85.0,0
VEH76653,2019-05-29,411648.0,14.0,8.0,41.4,42.0,70.0,0
VEH42483,2019-05-29,419313.0,11.0,4.0,48.8,85.0,57.0,0
VEH48304,2019-05-29,24730.0,2.0,10.0,60.0,69.0,85.0,0
VEH77094,2019-05-29,577365.0,12.0,7.0,59.8,46.0,73.0,0
VEH69664,2019-05-31,17113.0,1.0,7.0,76.2,42.0,71.0,0
VEH87123,2019-06-01,939713.0,18.0,10.0,84.6,70.0,106.0,0
VEH35527,2019-06-01,1040131.0,19.0,7.0,35.6,26.0,75.0,0
VEH35794,2019-06-01,36991.0,1.0,7.0,54.9,81.0,40.0,0
VEH50695,2019-06-01,553991.0,10.0,1.0,48.7,49.0,95.0,0
VEH82073,2019-06-02,175692.0,5.0,0.0,67.3,52.0,43.0,0
VEH96668,2019-06-02,203851.0,14.0,7.0,58.7,28.0,100.0,0
VEH11056,2019-06-03,839219.0,19.0,2.0,36.7,64.0,78.0,1
VEH21519,2019-06-03,195209.0,9.0,6.0,30.1,23.0,82.0,0
VEH52399,2019-06-03,436435.0,10.0,9.0,79.8,81.0,97.0,0
VEH08360,2019-06-03,1055468.0,20.0,10.0,39.5,33.0,97.0,1
VEH88836,2019-06-03,506560.0,10.0,1.0,60.0,51.0,41.0,0
VEH98201,2019-06-03,487635.0,12.0,4.0,31.1,33.0,75.0,0
VEH45592,2019-06-04,1024870.0,19.0,2.0,91.4,77.0,68.0,1
VEH81848,2019-06-04,772708.0,18.0,11.0,49.2,71.0,82.0,0
VEH99399,2019-06-04,668711.0,11.0,4.0,98.6,84.0,72.0,0
VEH16610,2019-06-05,405886.0,12.0,2.0,55.5,21.0,46.0,0
VEH73459,2019-06-05,20255.0,2.0,4.0,33.5,29.0,82.0,0
VEH09503,2019-06-05,799684.0,20.0,5.0,38.3,98.0,76.0,0
VEH34653,2019-06-05,1012944.0,16.0,1.0,85.3,87.0,45.0,1
VEH91955,2019-06-06,647071.0,13.0,7.0,30.5,23.0,93.0,0
VEH81212,2019-06-06,387051.0,11.0,4.0,96.5,85.0,62.0,0
VEH41748,2019-06-07,208108.0,6.0,5.0,40.8,43.0,50.0,0
VEH09106,2019-06-08,633128.0,15.0,3.0,53.5,23.0,53.0,0
VEH60750,2019-06-08,293693.0,4.0,2.0,44.4,64.0,83.0,0
VEH39845,2019-06-08,80282.0,3.0,7.0,59.3,52.0,88.0,0
VEH24352,2019-06-09,821194.0,16.0,0.0,87.6,61.0,97.0,1
VEH63351,2019-06-09,921637.0,19.0,2.0,49.5,35.0,83.0,1
VEH08516,2019-06-09,179122.0,4.0,2.0,44.0,92.0,104.0,0
VEH24227,2019-06-10,990847.0,19.0,2.0,90.4,75.0,61.0,1
VEH63379,2019-06-10,11578.0,1.0,6.0,58.8,92.0,48.0,0
VEH45337,2019-06-10,497680.0,7.0,7.0,70.6,48.0,29.0,0
VEH29918,2019-06-11,307695.0,14.0,3.0,82.8,59.0,40.0,0
VEH53075,2019-06-11,303827.0,9.0,8.0,93.5,44.0,72.0,1
VEH26272,2019-06-11,151749.0,6.0,5.0,66.5,75.0,45.0,0
VEH13215,2019-06-11,707921.0,18.0,7.0,84.3,40.0,69.0,0
VEH63314,2019-06-11,674671.0,9.0,5.0,92.9,83.0,48.0,1
VEH07535,2019-06-12,738454.0,13.0,2.0,87.7,69.0,42.0,0
VEH63518,2019-06-12,930077.0,19.0,2.0,88.6,73.0,36.0,1
VEH95624,2019-06-12,27509.0,1.0,9.0,95.0,46.0,58.0,0
VEH12446,2019-06-12,537640.0,11.0,7.0,61.0,45.0,66.0,0
VEH81804,2019-06-12,1161250.0,16.0,1.0,90.0,20.0,50.0,1
VEH63807,2019-06-13,265219.0,5.0,4.0,72.0,31.0,55.0,0
VEH45044,2019-06-13,1081834.0,16.0,2.0,95.3,81.0,84.0,1
VEH27718,2019-06-13,39328.0,2.0,3.0,57.3,47.0,61.0,0
VEH98444,2019-06-13,339254.0,11.0,0.0,60.7,80.0,70.0,0
VEH27906,2019-06-14,333918.0,12.0,7.0,63.5,60.0,60.0,0
VEH47272,2019-06-14,307655.0,12.0,1.0,64.0,60.0,97.0,0
VEH22822,2019-06-14,34196.0,0.0,5.0,79.6,47.0,39.0,1
VEH94187,2019-06-14,1149910.0,20.0,5.0,82.0,34.0,113.0,1
VEH05848,2019-06-14,,4.0,0.0,95.8,44.0,40.0,0
VEH51686,2019-06-15,857118.0,15.0,2.0,79.2,62.0,66.0,0
VEH71844,2019-06-15,292225.0,15.0,7.0,69.2,48.0,82.0,0
VEH26359,2019-06-15,9276.0,2.0,0.0,82.4,104.0,79.0,0
VEH91372,2019-06-15,108158.0,4.0,9.0,44.2,36.0,88.0,0
VEH80777,2019-06-15,931631.0,19.0,8.0,73.1,84.0,99.0,0
VEH28672,2019-06-15,276216.0,9.0,3.0,90.7,44.0,75.0,1
VEH21892,2019-06-16,15281.0,1.0,3.0,51.0,74.0,63.0,0
VEH69934,2019-06-16,760735.0,19.0,8.0,75.0,88.0,86.0,0
VEH71146,2019-06-17,800854.0,15.0,9.0,62.6,46.0,45.0,1
VEH08071,2019-06-17,910702.0,20.0,7.0,94.0,61.0,85.0,0
VEH17822,2019-06-17,70783.0,4.0,4.0,72.6,62.0,54.0,0
VEH64686,2019-06-18,876067.0,19.0,5.0,93.0,76.0,73.0,1
VEH53001,2019-06-18,503435.0,13.0,2.0,36.1,34.0,37.0,1
VEH17061,2019-06-18,22242.0,2.0,9.0,48.1,93.0,35.0,0
VEH43159,2019-06-19,20017.0,2.0,8.0,80.3,73.0,59.0,0
VEH01533,2019-06-20,1191875.0,16.0,9.0,37.5,71.0,48.0,0
VEH59007,2019-06-20,525573.0,15.0,0.0,64.1,85.0,79.0,0
VEH43229,2019-06-20,413763.0,11.0,,48.8,65.0,58.0,0
VEH10884,2019-06-20,400427.0,11.0,1.0,58.6,36.0,72.0,0
VEH20875,2019-06-20,1130460.0,20.0,1.0,74.3,56.0,72.0,1
VEH77856,2019-06-20,330407.0,10.0,2.0,31.7,50.0,48.0,0
VEH94253,2019-06-21,698193.0,17.0,5.0,97.1,52.0,95.0,0
VEH32733,2019-06-21,212028.0,5.0,10.0,75.0,21.0,110.0,0
VEH86942,2019-06-21,363308.0,15.0,10.0,44.1,28.0,68.0,0
VEH86817,2019-06-21,169419.0,4.0,1.0,64.1,63.0,88.0,0
VEH88534,2019-06-22,632769.0,14.0,0.0,50.2,79.0,92.0,0
VEH63061,2019-06-22,14373.0,1.0,3.0,35.0,77.0,84.0,0
VEH24142,2019-06-22,460167.0,10.0,4.0,42.4,64.0,66.0,0
VEH36688,2019-06-23,1155366.0,17.0,7.0,67.7,34.0,52.0,1
VEH16726,2019-06-24,1167717.0,20.0,3.0,86.7,74.0,69.0,1
VEH22392,2019-06-24,15445.0,1.0,10.0,32.4,77.0,47.0,0
VEH26117,2019-06-24,80043.0,3.0,5.0,31.5,34.0,81.0,0
VEH86868,2019-06-25,449838.0,12.0,7.0,90.2,60.0,82.0,1
VEH57313,2019-06-25,378972.0,12.0,5.0,58.8,54.0,49.0,0
VEH75439,2019-06-25,627859.0,15.0,7.0,53.3,61.0,30.0,0
VEH66353,2019-06-26,906668.0,16.0,4.0,31.5,59.0,74.0,1
VEH75263,2019-06-26,253489.0,13.0,,62.3,71.0,110.0,0
VEH43209,2019-06-26,335729.0,5.0,8.0,71.9,35.0,73.0,0
VEH58858,2019-06-26,76851.0,3.0,1.0,97.3,74.0,72.0,1
VEH76213,2019-06-27,407618.0,9.0,4.0,89.6,64.0,93.0,0
VEH75750,2019-06-28,605386.0,13.0,2.0,98.4,74.0,70.0,0
VEH95484,2019-06-28,251474.0,11.0,6.0,49.8,35.0,105.0,0
VEH44774,2019-06-28,678813.0,11.0,9.0,74.2,50.0,78.0,0
VEH15212,2019-06-28,273067.0,8.0,9.0,56.8,73.0,63.0,0
VEH09949,2019-06-28,17870.0,1.0,1.0,97.8,25.0,53.0,0
VEH53933,2019-06-29,434869.0,12.0,5.0,53.5,73.0,64.0,0
VEH26311,2019-06-29,34680.0,5.0,0.0,82.5,27.0,86.0,0
VEH48309,2019-06-29,756589.0,19.0,10.0,85.5,88.0,80.0,0
VEH19948,2019-06-30,9816.0,1.0,2.0,92.6,33.0,41.0,0
VEH51254,2019-06-30,850955.0,20.0,5.0,79.9,87.0,36.0,0
VEH77134,2019-06-30,893057.0,18.0,0.0,94.5,29.0,50.0,1
VEH63921,2019-07-01,740094.0,14.0,5.0,80.3,58.0,33.0,1
VEH40991,2019-07-01,25401.0,2.0,9.0,33.4,70.0,89.0,0
VEH37148,2019-07-01,517558.0,11.0,6.0,82.4,68.0,119.0,0
VEH28761,2019-07-01,417346.0,8.0,3.0,41.5,78.0,80.0,0
VEH24259,2019-07-02,10297.0,0.0,2.0,76.0,95.0,70.0,0
VEH24332,2019-07-02,411377.0,12.0,7.0,68.1,26.0,52.0,0
VEH17077,2019-07-02,415782.0,8.0,7.0,86.4,40.0,60.0,0
VEH53868,2019-07-02,852294.0,19.0,4.0,50.8,79.0,48.0,0
VEH39680,2019-07-02,637831.0,15.0,3.0,95.8,53.0,58.0,1
VEH90577,2019-07-02,22765.0,2.0,7.0,86.0,42.0,64.0,0
VEH84058,2019-07-03,900247.0,14.0,1.0,98.2,22.0,102.0,0
VEH24320,2019-07-03,192455.0,10.0,11.0,72.9,47.0,60.0,0
VEH12837,2019-07-04,7838.0,2.0,8.0,40.3,79.0,120.0,0
VEH48946,2019-07-04,436916.0,9.0,2.0,81.8,85.0,51.0,0
VEH62005,2019-07-05,875772.0,20.0,2.0,98.3,73.0,50.0,1
VEH75349,2019-07-05,1065359.0,16.0,3.0,44.1,42.0,75.0,1
VEH91206,2019-07-06,197295.0,6.0,2.0,52.2,60.0,85.0,0
VEH71411,2019-07-06,694639.0,15.0,0.0,72.0,22.0,80.0,0
VEH15699,2019-07-06,1146985.0,18.0,5.0,53.1,57.0,59.0,0
VEH34611,2019-07-06,1212963.0,17.0,2.0,97.9,55.0,50.0,1
VEH73671,2019-07-06,20330.0,2.0,1.0,71.4,62.0,31.0,0
VEH77972,2019-07-06,432449.0,15.0,8.0,60.4,41.0,32.0,1
VEH06977,2019-07-06,829228.0,13.0,10.0,40.0,43.0,68.0,0
VEH98505,2019-07-07,430909.0,10.0,10.0,62.9,105.0,97.0,0
VEH14390,2019-07-07,493106.0,14.0,11.0,58.0,40.0,80.0,0
VEH74107,2019-07-07,131034.0,4.0,7.0,58.0,63.0,60.0,0
VEH67528,2019-07-08,280218.0,,,69.7,22.0,36.0,1
VEH65030,2019-07-08,,1.0,1.0,35.1,43.0,47.0,0
VEH72416,2019-07-08,405490.0,9.0,2.0,56.8,26.0,77.0,0
VEH56687,2019-07-09,235969.0,,5.0,82.2,37.0,50.0,0
VEH96346,2019-07-09,986308.0,16.0,4.0,82.3,78.0,55.0,1
VEH07417,2019-07-09,279301.0,8.0,3.0,57.2,49.0,38.0,0
VEH45918,2019-07-09,856578.0,17.0,4.0,95.2,60.0,50.0,1
VEH32906,2019-07-09,204676.0,9.0,10.0,72.9,79.0,50.0,0
VEH32996,2019-07-10,780153.0,16.0,11.0,72.0,44.0,94.0,0
VEH99948,2019-07-10,753834.0,18.0,2.0,40.1,61.0,54.0,0
VEH39753,2019-07-10,1057329.0,19.0,8.0,62.3,23.0,25.0,1
VEH05732,2019-07-10,812325.0,18.0,0.0,42.5,33.0,41.0,1
VEH27012,2019-07-10,28418.0,0.0,1.0,73.6,79.0,60.0,0
VEH52837,2019-07-11,696074.0,20.0,9.0,62.3,80.0,58.0,0
VEH77394,2019-07-11,192978.0,6.0,10.0,59.0,25.0,82.0,0
VEH45407,2019-07-11,1207600.0,20.0,0.0,88.5,78.0,70.0,1
VEH70228,2019-07-11,746058.0,20.0,,51.3,56.0,93.0,0
VEH28023,2019-07-11,343690.0,9.0,7.0,72.1,72.0,45.0,0
VEH35657,2019-07-11,204096.0,12.0,4.0,83.7,69.0,86.0,0
VEH96795,2019-07-11,38014.0,1.0,2.0,34.7,43.0,,0
VEH69604,2019-07-11,400557.0,15.0,7.0,53.1,41.0,67.0,0
VEH98794,2019-07-12,1171797.0,19.0,2.0,45.7,82.0,75.0,1
VEH50201,2019-07-12,554704.0,10.0,5.0,61.2,64.0,109.0,0
VEH39852,2019-07-12,88662.0,,5.0,70.2,73.0,47.0,0
VEH10839,2019-07-13,69164.0,3.0,5.0,30.2,96.0,68.0,0
VEH16982,2019-07-13,235177.0,3.0,4.0,87.8,27.0,35.0,0
VEH36109,2019-07-13,186314.0,4.0,1.0,73.6,49.0,44.0,0
VEH04783,2019-07-13,424041.0,12.0,10.0,68.1,48.0,44.0,0
VEH39703,2019-07-13,221141.0,5.0,5.0,79.7,24.0,64.0,0
VEH37599,2019-07-14,299754.0,10.0,3.0,30.6,28.0,110.0,0
VEH63619,2019-07-14,589328.0,15.0,8.0,68.1,41.0,43.0,0
VEH99368,2019-07-14,261299.0,9.0,7.0,54.0,55.0,42.0,0
VEH29112,2019-07-14,324651.0,12.0,8.0,75.7,89.0,50.0,0
VEH17022,2019-07-14,112301.0,7.0,3.0,56.5,91.0,29.0,1
VEH37395,2019-07-15,33421.0,1.0,0.0,52.5,32.0,100.0,0
VEH84847,2019-07-16,709734.0,19.0,9.0,69.4,66.0,98.0,0
VEH18305,2019-07-17,379196.0,9.0,9.0,34.0,67.0,43.0,0
VEH13079,2019-07-17,113376.0,3.0,7.0,53.5,46.0,100.0,0
VEH93006,2019-07-17,334702.0,8.0,5.0,92.4,36.0,102.0,1
VEH91635,2019-07-17,418499.0,11.0,0.0,86.1,40.0,38.0,1
VEH96035,2019-07-17,705005.0,18.0,8.0,30.5,24.0,71.0,0
VEH86327,2019-07-17,826842.0,17.0,4.0,57.8,34.0,78.0,0
VEH51918,2019-07-17,1122999.0,16.0,7.0,73.2,54.0,45.0,0
VEH36347,2019-07-17,322703.0,8.0,9.0,89.3,67.0,87.0,0
VEH23537,2019-07-18,102596.0,3.0,2.0,59.4,48.0,50.0,0
VEH77371,2019-07-18,525076.0,12.0,5.0,50.4,64.0,65.0,0
VEH52481,2019-07-19,337702.0,10.0,8.0,55.4,44.0,82.0,0
VEH11452,2019-07-20,179224.0,4.0,3.0,72.0,30.0,67.0,0
VEH68294,2019-07-20,479671.0,12.0,7.0,80.0,74.0,66.0,0
VEH29137,2019-07-20,24472.0,1.0,2.0,59.6,61.0,62.0,0
VEH69147,2019-07-21,285645.0,15.0,8.0,47.9,69.0,37.0,1
VEH65936,2019-07-21,962975.0,19.0,8.0,82.4,48.0,100.0,1
VEH76302,2019-07-21,1168996.0,19.0,5.0,31.0,50.0,81.0,1
VEH53380,2019-07-21,918043.0,19.0,4.0,37.3,54.0,49.0,0
VEH81176,2019-07-21,951268.0,16.0,9.0,91.5,27.0,36.0,1
VEH78193,2019-07-22,881932.0,18.0,4.0,39.3,33.0,33.0,0
VEH48276,2019-07-22,35806.0,0.0,5.0,48.5,25.0,59.0,0
VEH49510,2019-07-22,278247.0,3.0,5.0,36.6,77.0,48.0,0
VEH40757,2019-07-22,746978.0,20.0,0.0,39.5,87.0,38.0,1
VEH07982,2019-07-23,,8.0,10.0,55.6,107.0,63.0,0
