ID маршрута,Дата отправки,Расстояние (км),Средняя скорость (км/ч),Загруженность дорог,Погодные условия,Тип транспорта,Вес груза (кг),Время суток,День недели,Фактическое время в пути (часы)
RTE93198,2019-02-28,589,90,Средняя,Ясно,Грузовик,5294.0,День,Четверг,7
RT22297,2019-02-28,1834,69,Малая,Ясно,Прицеп,14759.0,Ночь,Четверг,27
MR55607,2019-03-01,2305,70,Средняя,Ясно,Грузовик,23555.0,День,Пятница,31
MR87803,2019-03-01,310,53,Высокая,Ясно,Прицеп,16601.0,Утро,Пятница,5
RTE51128,2019-03-01,411,81,Малая,Ясно,Грузовик,6346.0,День,Пятница,5
MR18278,2019-03-01,745,62,Средняя,Ясно,Грузовик,12917.0,Ночь,Пятница,15
RT73606,2019-03-02,332,59,Средняя,Снег,Фургон,15517.0,День,Суббота,5
RT15933,2019-03-02,140,57,Средняя,Снег,Грузовик,12348.0,Утро,Суббота,3
RTE24509,2019-03-02,1363,71,Средняя,Снег,Фургон,21485.0,День,Суббота,19
RT52378,2019-03-02,838,54,Средняя,Снег,Грузовик,23935.0,День,Суббота,17
RT64261,2019-03-02,707,65,Средняя,Снег,Прицеп,15484.0,День,Суббота,10
MR92246,2019-03-02,838,49,Средняя,Снег,Грузовик,2205.0,Ночь,Суббота,17
MR16104,2019-03-02,1675,49,Средняя,,Фургон,24306.0,День,Суббота,32
RTE56746,2019-03-03,1233,53,Малая,Дождь,Грузовик,16045.0,Ночь,Воскресенье,18
RTE84486,2019-03-03,154,71,Малая,Дождь,Фургон,,Утро,Воскресенье,3
MR52277,2019-03-03,1317,65,Средняя,Дождь,Прицеп,12752.0,Вечер,Воскресенье,26
RTE68174,2019-03-03,1413,57,Средняя,Дождь,Рефрижератор,1640.0,Вечер,Воскресенье,22
MR52170,2019-03-03,800,68,Средняя,Дождь,Грузовик,6183.0,Утро,Воскресенье,12
RTE27635,2019-03-03,1526,63,Малая,,Грузовик,10272.0,Вечер,Воскресенье,31
RT13654,2019-03-03,518,70,Средняя,Дождь,Грузовик,3239.0,Утро,Воскресенье,8
RTE29488,2019-03-03,445,67,Малая,Дождь,Грузовик,27396.0,Утро,Воскресенье,8
RTE60101,2019-03-04,1496,60,Малая,,Прицеп,11725.0,Ночь,Понедельник,25
MR54566,2019-03-04,1854,60,Малая,Дождь,Прицеп,11613.0,Ночь,Понедельник,28
RTE42611,2019-03-04,293,68,Средняя,Дождь,Прицеп,28976.0,Утро,Понедельник,4
RTE32825,2019-03-04,189,59,Малая,Дождь,Фургон,17738.0,День,Понедельник,5
RT18316,2019-03-04,209,30,Высокая,Дождь,Грузовик,4746.0,Вечер,Понедельник,7
RT70080,2019-03-05,1631,41,Высокая,Дождь,Прицеп,2379.0,Вечер,Вторник,44
RTE92145,2019-03-05,461,62,Средняя,Дождь,Фургон,14699.0,Вечер,Вторник,9
RTE77484,2019-03-05,178,60,Высокая,Дождь,Фургон,1408.0,Утро,Вторник,5
MR71787,2019-03-06,1756,58,Высокая,Туман,Фургон,25641.0,Утро,Среда,30
RTE47596,2019-03-06,2082,76,Средняя,,Прицеп,15366.0,Ночь,Среда,32
RTE43693,2019-03-06,80,54,Средняя,Туман,Фургон,7752.0,Утро,Среда,2
RT96290,2019-03-06,247,54,Средняя,Туман,Фургон,11444.0,Вечер,Среда,5
RTE89683,2019-03-06,603,55,Малая,Туман,Рефрижератор,14560.0,День,Среда,9
RTE83147,2019-03-07,574,52,Средняя,Дождь,Фургон,7460.0,Утро,Четверг,12
MR19470,2019-03-07,609,50,Средняя,Дождь,Грузовик,9439.0,День,Четверг,9
RT59811,2019-03-07,1111,50,Малая,Дождь,Фургон,21460.0,День,Четверг,19
MR43042,2019-03-07,1574,59,Средняя,Дождь,Рефрижератор,12215.0,Утро,Четверг,24
MR14071,2019-03-07,312,37,,Дождь,Фургон,1637.0,Утро,Четверг,9
RTE64115,2019-03-08,361,67,Средняя,Ясно,Прицеп,14503.0,Утро,Пятница,4
RTE96643,2019-03-08,795,71,Средняя,Ясно,Фургон,26051.0,Утро,Пятница,11
RT47559,2019-03-08,1743,116,Средняя,Ясно,Прицеп,3388.0,Вечер,Пятница,21
RTE65744,2019-03-08,1619,65,Средняя,Ясно,Фургон,14925.0,Утро,Пятница,25
MR72649,2019-03-08,69,91,Средняя,Ясно,Грузовик,1645.0,Ночь,Пятница,1
MR85816,2019-03-08,1563,71,Средняя,Ясно,Фургон,17831.0,Вечер,Пятница,27
RT50852,2019-03-08,861,96,Малая,Ясно,Фургон,21639.0,Ночь,Пятница,10
RTE54911,2019-03-09,1269,89,Средняя,Ясно,Фургон,4725.0,День,Суббота,17
RTE29297,2019-03-09,238,87,Средняя,Ясно,Грузовик,13162.0,Вечер,Суббота,3
RT32089,2019-03-09,571,69,Малая,Ясно,Фургон,11359.0,Утро,Суббота,6
MR22391,2019-03-09,355,77,Средняя,Ясно,Грузовик,21729.0,День,Суббота,7
MR82663,2019-03-09,1604,81,Малая,Ясно,Прицеп,16732.0,День,Суббота,25
MR10278,2019-03-09,281,73,Малая,Ясно,Рефрижератор,11832.0,Вечер,Суббота,5
RT59726,2019-03-09,1428,82,Малая,Ясно,Фургон,3365.0,Вечер,Суббота,18
MR89341,2019-03-10,777,76,Средняя,Ясно,Прицеп,16878.0,Утро,Воскресенье,10
RTE95518,2019-03-10,1454,73,Малая,Ясно,Фургон,3862.0,Вечер,Воскресенье,21
RTE66314,2019-03-10,37,70,Средняя,Ясно,Прицеп,1205.0,Вечер,Воскресенье,1
RTE85515,2019-03-10,1149,72,Малая,Ясно,Прицеп,2848.0,Ночь,Воскресенье,13
RT23927,2019-03-10,2146,62,Малая,Ясно,Грузовик,22991.0,Вечер,Воскресенье,31
RT89111,2019-03-10,689,70,Малая,Ясно,Прицеп,9620.0,Утро,Воскресенье,11
RTE77638,2019-03-10,969,75,Малая,Ясно,Прицеп,1754.0,Ночь,Воскресенье,12
RTE79560,2019-03-11,2177,59,Высокая,Ясно,Грузовик,27918.0,Вечер,Понедельник,37
MR80205,2019-03-11,1686,80,Средняя,Ясно,Прицеп,20378.0,Ночь,Понедельник,19
RTE93313,2019-03-11,867,109,Малая,Ясно,Грузовик,5619.0,Ночь,Понедельник,11
MR25939,2019-03-12,1740,63,Малая,Ясно,Фургон,,День,Вторник,22
MR65145,2019-03-12,66,73,Средняя,,Прицеп,4401.0,Ночь,Вторник,1
RT70007,2019-03-12,1801,54,Высокая,Ясно,Фургон,,Вечер,Вторник,27
MR53990,2019-03-13,1477,56,Малая,Туман,Грузовик,22985.0,Ночь,Среда,29
MR49890,2019-03-13,719,56,Средняя,Туман,Грузовик,20187.0,Ночь,Среда,15
RTE15115,2019-03-13,1429,53,Высокая,Туман,Грузовик,12689.0,Утро,Среда,41
MR52101,2019-03-13,622,47,Средняя,Туман,Прицеп,20671.0,Ночь,Среда,14
RT76770,2019-03-13,1899,44,Высокая,Туман,Фургон,16540.0,Вечер,Среда,37
RT57982,2019-03-13,395,56,Средняя,Туман,Прицеп,4484.0,Ночь,Среда,8
MR27569,2019-03-13,938,68,Средняя,Туман,Прицеп,5181.0,Вечер,Среда,13
RTE77048,2019-03-13,457,54,Высокая,Туман,Фургон,,Вечер,Среда,15
RT77606,2019-03-13,1081,58,Средняя,Туман,Фургон,11017.0,Вечер,Среда,15
MR32397,2019-03-13,1140,49,Средняя,Туман,Прицеп,23659.0,Вечер,Среда,24
RTE13562,2019-03-14,1827,36,Высокая,Туман,Фургон,3041.0,Утро,Четверг,44
MR91498,2019-03-14,105,49,Средняя,Туман,Прицеп,424.0,День,Четверг,2
MR93666,2019-03-14,1580,48,Средняя,,Прицеп,11480.0,Ночь,Четверг,39
MR42849,2019-03-14,265,72,Малая,,Фургон,18370.0,День,Четверг,5
RT98029,2019-03-14,680,45,Высокая,Туман,Фургон,4657.0,Утро,Четверг,15
RTE90987,2019-03-15,2007,58,Средняя,Ясно,Фургон,26537.0,День,Пятница,27
MR74500,2019-03-15,331,85,Малая,Ясно,Фургон,8369.0,Ночь,Пятница,4
RTE50938,2019-03-15,1202,62,Высокая,Ясно,Грузовик,6466.0,Вечер,Пятница,20
MR30607,2019-03-15,391,80,Малая,Ясно,Грузовик,13496.0,День,Пятница,4
RT44369,2019-03-16,897,53,Малая,Дождь,Прицеп,26164.0,Ночь,Суббота,14
RT98137,2019-03-16,407,58,Малая,Дождь,Фургон,24042.0,Ночь,Суббота,7
RTE70634,2019-03-16,1749,62,Средняя,Дождь,Прицеп,15873.0,Вечер,Суббота,30
RTE11764,2019-03-16,1959,56,Малая,Дождь,Грузовик,11890.0,День,Суббота,25
MR28849,2019-03-16,1612,45,Малая,Дождь,Прицеп,26419.0,День,Суббота,24
RT72806,2019-03-16,1077,74,Малая,Дождь,Грузовик,16649.0,Вечер,Суббота,16
MR15909,2019-03-17,803,74,Средняя,Ясно,Фургон,26347.0,Вечер,Воскресенье,12
MR45114,2019-03-17,1048,90,Средняя,Ясно,Прицеп,4976.0,Вечер,Воскресенье,12
RT81542,2019-03-17,2030,69,Малая,Ясно,Фургон,23421.0,Вечер,Воскресенье,22
MR88246,2019-03-17,865,69,Средняя,Ясно,Фургон,3666.0,Вечер,Воскресенье,15
RTE57802,2019-03-17,1467,69,Малая,Ясно,Грузовик,23924.0,Вечер,Воскресенье,21
RT88014,2019-03-18,29,61,Малая,Туман,Фургон,26513.0,Ночь,Понедельник,1
RT20259,2019-03-18,1630,53,Малая,Туман,Грузовик,17545.0,День,Понедельник,27
MR44323,2019-03-18,957,68,Малая,Туман,Грузовик,29231.0,День,Понедельник,15
RT33036,2019-03-18,1597,64,Средняя,Туман,Прицеп,11581.0,Ночь,Понедельник,29
RT26028,2019-03-19,156,90,Средняя,Ясно,Фургон,15946.0,Ночь,Вторник,2
MR13107,2019-03-19,514,77,Малая,Ясно,Прицеп,11099.0,Ночь,Вторник,8
RT88546,2019-03-19,1502,50,Средняя,Ясно,Грузовик,6288.0,Утро,Вторник,22
RT94476,2019-03-19,1242,54,Высокая,Ясно,Грузовик,12156.0,Утро,Вторник,29
RTE62122,2019-03-19,1023,54,Высокая,Ясно,Грузовик,,Утро,Вторник,23
RTE93265,2019-03-19,1192,49,Высокая,Ясно,Прицеп,24123.0,Утро,Вторник,23
MR36458,2019-03-20,1607,53,Высокая,Ясно,Фургон,20807.0,Вечер,Среда,29
MR96735,2019-03-20,1689,71,Средняя,Ясно,Грузовик,18332.0,Ночь,Среда,23
RTE50497,2019-03-20,732,81,Средняя,Ясно,Грузовик,21106.0,Утро,Среда,9
RTE19010,2019-03-20,1939,69,Малая,Ясно,Фургон,585.0,Ночь,Среда,36
RTE99889,2019-03-20,1586,42,Высокая,,Фургон,5994.0,Вечер,Среда,42
RTE22190,2019-03-21,1212,56,Высокая,Ясно,Прицеп,7428.0,Вечер,Четверг,22
MR32496,2019-03-21,1711,76,Малая,Ясно,Рефрижератор,3742.0,День,Четверг,24
RTE93098,2019-03-21,1187,67,Средняя,Ясно,Фургон,1546.0,День,Четверг,19
MR13420,2019-03-21,1838,59,Средняя,Ясно,Грузовик,5095.0,Вечер,Четверг,29
MR96342,2019-03-21,176,57,Высокая,Ясно,Прицеп,11072.0,Утро,Четверг,3
RT88476,2019-03-22,1717,54,Высокая,Дождь,Грузовик,24643.0,Вечер,Пятница,43
MR71688,2019-03-22,1786,63,Средняя,Дождь,Прицеп,632.0,Ночь,Пятница,30
MR55233,2019-03-22,1122,37,Высокая,Дождь,Фургон,25854.0,Утро,Пятница,34
MR83054,2019-03-22,694,69,Средняя,Дождь,Грузовик,23499.0,День,Пятница,10
RTE12567,2019-03-23,1263,99,Средняя,Ясно,Прицеп,6845.0,День,Суббота,18
MR14391,2019-03-23,589,81,Средняя,Ясно,Прицеп,22619.0,Вечер,Суббота,7
MR89244,2019-03-23,613,95,Средняя,Ясно,Грузовик,7356.0,Ночь,Суббота,7
RTE78830,2019-03-23,1106,76,Малая,Ясно,Фургон,18759.0,Утро,Суббота,18
RT33012,2019-03-23,890,71,Малая,Ясно,Прицеп,7521.0,День,Суббота,9
RT50186,2019-03-23,555,71,Средняя,Ясно,Грузовик,14115.0,Вечер,Суббота,7
RT22743,2019-03-23,689,79,Средняя,Ясно,Фургон,8050.0,Вечер,Суббота,8
RTE96979,2019-03-23,1010,50,Малая,,Прицеп,16351.0,Утро,Суббота,13
MR71210,2019-03-23,2078,66,Средняя,Ясно,Грузовик,10959.0,Вечер,Суббота,29
RT39023,2019-03-24,1702,68,Средняя,Дождь,Грузовик,5427.0,Ночь,Воскресенье,27
RT80191,2019-03-24,841,55,Средняя,Дождь,Фургон,14869.0,Вечер,Воскресенье,14
RT41521,2019-03-24,458,56,Малая,Дождь,Прицеп,17240.0,День,Воскресенье,9
RT87107,2019-03-24,2105,40,Малая,Дождь,Грузовик,,Утро,Воскресенье,38
RT35682,2019-03-24,1298,68,Средняя,Дождь,Фургон,4407.0,Ночь,Воскресенье,21
RT33256,2019-03-24,391,52,Малая,Дождь,Фургон,29347.0,Ночь,Воскресенье,7
MR46094,2019-03-25,355,66,Малая,Туман,Грузовик,10606.0,Ночь,Понедельник,9
RTE11880,2019-03-25,595,38,Высокая,Туман,Грузовик,24740.0,Вечер,Понедельник,15
MR10902,2019-03-25,486,54,Средняя,Туман,Прицеп,29028.0,День,Понедельник,8
RT31576,2019-03-25,1945,43,Высокая,Туман,Фургон,29933.0,Утро,Понедельник,50
RT66124,2019-03-25,390,59,Малая,Туман,Фургон,8849.0,Ночь,Понедельник,8
RT53448,2019-03-25,732,73,Средняя,Туман,Грузовик,,День,Понедельник,12
RT28311,2019-03-26,1383,44,Высокая,Ясно,Фургон,6040.0,Утро,Вторник,25
MR66193,2019-03-26,1262,57,Малая,Ясно,Прицеп,3544.0,День,Вторник,19
RT61054,2019-03-26,939,51,Высокая,Ясно,Фургон,2813.0,Утро,Вторник,23
RT27301,2019-03-26,1680,72,Средняя,Ясно,Фургон,16737.0,Ночь,Вторник,21
MR55188,2019-03-26,2065,61,Высокая,Ясно,Прицеп,4681.0,Утро,Вторник,31
RTE65550,2019-03-27,1081,70,Средняя,,Грузовик,846.0,Ночь,Среда,18
RTE27111,2019-03-27,685,65,Малая,Ясно,Фургон,24068.0,Ночь,Среда,11
RTE10505,2019-03-27,976,74,,Ясно,Прицеп,14241.0,Утро,Среда,21
RT60975,2019-03-27,1266,83,Средняя,Ясно,Грузовик,21535.0,Вечер,Среда,14
RTE49051,2019-03-27,544,66,Средняя,,Грузовик,1532.0,Утро,Среда,10
MR73393,2019-03-28,145,35,Высокая,Снег,Грузовик,5651.0,Утро,Четверг,4
RTE94569,2019-03-28,1600,41,Высокая,Снег,Прицеп,9336.0,Утро,Четверг,32
RT79998,2019-03-28,1828,64,Средняя,Снег,Фургон,,День,Четверг,28
RT43684,2019-03-28,935,50,Средняя,Снег,Грузовик,12925.0,Вечер,Четверг,20
RT52218,2019-03-28,773,59,Средняя,Снег,Прицеп,18836.0,День,Четверг,14
