ID заказа,Дата заказа,Тип клиента,Категория груза,Вес груза (кг),Объём груза (м³),Требуемое время доставки (дней),Расстояние до клиента (км),Особые условия,Приоритет доставки
OC13774,2019-01-20,Частный,Одежда,2364.72,14.01,6.0,586.0,Нет,Низкий
OC58297,2019-01-20,Корпоративный,Стройматериалы,2525.62,15.08,8.0,648.0,Нет,Низкий
OR92573,2019-01-20,Частный,Продукты питания,1410.76,8.12,1.0,106.0,Требуется аккуратность,Средний
OR47060,2019-01-20,Корпоративный,Одежда,183.22,1.06,2.0,134.0,Требуется холод,Высокий
OR31299,2019-01-20,Корпоративный,Одежда,2306.6,9.62,9.0,607.0,Требуется аккуратность,Низкий
OD50110,2019-01-21,Корпоративный,Стройматериалы,2800.68,12.39,8.0,702.0,Нет,Низкий
OD71595,2019-01-21,Корпоративный,Продукты питания,7774.2,41.48,13.0,935.0,Требуется аккуратность,
OD25529,2019-01-21,Частный,Продукты питания,541.68,2.39,1.0,45.0,Нет,Высокий
OC93925,2019-01-21,Корпоративный,Одежда,1299.68,5.33,,,Нет,Средний
OC14917,2019-01-21,Частный,Техника,859.54,4.14,2.0,146.0,Требуется холод,Высокий
OD76237,2019-01-21,Частный,Одежда,779.87,4.57,1.0,48.0,,Высокий
OD86689,2019-01-21,Частный,Стройматериалы,639.64,3.83,1.0,151.0,Требуется холод,Высокий
OR25946,2019-01-21,Корпоративный,Техника,2709.91,13.49,14.0,716.0,Нет,Низкий
OD71070,2019-01-21,Корпоративный,Медикаменты,915.05,4.78,1.0,116.0,Требуется холод,Высокий
OR63763,2019-01-21,Корпоративный,Одежда,1369.72,6.43,6.0,334.0,Требуется аккуратность,Средний
OC15010,2019-01-21,Частный,Стройматериалы,2604.57,11.89,8.0,871.0,Требуется аккуратность,Низкий
OR81357,2019-01-21,Корпоративный,Одежда,845.51,,1.0,103.0,Требуется холод,Высокий
OD71756,2019-01-21,Частный,Продукты питания,1524.01,8.93,5.0,279.0,Требуется аккуратность,Средний
OC67356,2019-01-21,Корпоративный,Техника,166.28,0.9,1.0,61.0,Требуется холод,Высокий
OR13021,2019-01-21,Корпоративный,Техника,814.8,3.62,1.0,118.0,Требуется холод,Высокий
OR35837,2019-01-21,Частный,Стройматериалы,709.42,3.19,2.0,186.0,Требуется холод,Высокий
OD95488,2019-01-21,Корпоративный,Продукты питания,492.3,2.68,2.0,152.0,Требуется холод,Высокий
,2019-01-22,Корпоративный,Медикаменты,184.72,0.89,1.0,50.0,Требуется холод,Высокий
,,Корпоративный,Стройматериалы,579.16,2.89,1.0,56.0,Требуется холод,Высокий
OR42113,2019-01-22,Частный,Одежда,1365.68,7.67,5.0,343.0,Нет,Средний
,2019-01-22,Частный,Стройматериалы,425.88,2.29,2.0,192.0,Требуется холод,Высокий
OC38829,2019-01-22,Корпоративный,Стройматериалы,152.06,,1.0,10.0,Требуется аккуратность,Высокий
OR25637,2019-01-22,Корпоративный,Медикаменты,,1.71,1.0,63.0,Требуется холод,Высокий
OC63210,2019-01-22,Корпоративный,Одежда,569.3,3.35,1.0,106.0,Нет,Высокий
OC62838,2019-01-22,Частный,Медикаменты,243.4,1.38,1.0,25.0,Требуется холод,Высокий
OR88967,2019-01-22,Корпоративный,Техника,1414.38,6.41,3.0,272.0,Требуется аккуратность,Средний
OD39893,2019-01-22,Частный,Медикаменты,430.15,2.2,2.0,131.0,Требуется холод,Высокий
OR20150,2019-01-22,Корпоративный,Медикаменты,586.01,2.65,1.0,79.0,Требуется холод,Высокий
OD40056,2019-01-22,Корпоративный,Продукты питания,2460.73,11.38,11.0,758.0,,Низкий
OD15968,2019-01-22,Корпоративный,Техника,1510.39,8.29,6.0,306.0,Требуется аккуратность,Средний
OC50442,2019-01-22,Частный,Одежда,1100.36,5.25,4.0,380.0,Нет,Средний
OD79453,2019-01-22,Корпоративный,Одежда,79.25,,,267.0,Требуется холод,Высокий
OD42798,2019-01-23,Корпоративный,Техника,472.08,2.34,2.0,149.0,Требуется холод,Высокий
,2019-01-23,Частный,Одежда,,1.95,4.0,253.0,Требуется холод,Высокий
OR88370,2019-01-23,Частный,Техника,,2.81,3.0,170.0,,Высокий
OR13138,2019-01-23,Корпоративный,Одежда,7881.77,42.1,22.0,2074.0,Требуется холод,
OR46870,2019-01-23,Частный,Техника,777.68,3.75,22.0,1685.0,Требуется аккуратность,
OC11280,2019-01-23,Частный,Техника,599.14,2.92,3.0,292.0,Требуется холод,Высокий
OD73445,2019-01-23,Корпоративный,Одежда,2488.48,11.68,7.0,788.0,Требуется аккуратность,Низкий
OR34673,2019-01-23,Частный,Стройматериалы,2737.41,13.43,14.0,831.0,Требуется аккуратность,Низкий
OR93055,2019-01-23,Корпоративный,Продукты питания,21863.84,121.94,26.0,2407.0,Нет,
OD10183,2019-01-23,Частный,Продукты питания,,1.85,1.0,40.0,Требуется холод,Высокий
OC80022,2019-01-23,Частный,Стройматериалы,2487.17,12.91,10.0,734.0,Нет,Низкий
OD81374,2019-01-23,Корпоративный,Продукты питания,2822.74,11.67,13.0,777.0,Требуется аккуратность,Низкий
OD80864,2019-01-23,Корпоративный,Одежда,2737.89,11.5,9.0,756.0,Требуется аккуратность,Низкий
OD65687,,Корпоративный,Медикаменты,440.49,1.77,1.0,110.0,Требуется холод,Высокий
OC95441,2019-01-23,Корпоративный,Техника,2465.39,10.86,6.0,585.0,Нет,Низкий
OC49118,2019-01-23,Частный,Стройматериалы,818.9,3.64,1.0,72.0,Требуется холод,Высокий
OR63014,2019-01-24,Частный,Медикаменты,372.21,,3.0,231.0,Требуется холод,Высокий
OR75335,2019-01-24,Корпоративный,Медикаменты,29153.5,120.81,8.0,977.0,Требуется холод,
OR25687,2019-01-24,Корпоративный,Продукты питания,701.96,3.78,3.0,179.0,Требуется аккуратность,Высокий
OR49817,2019-01-24,Частный,Одежда,1435.03,7.75,2.0,189.0,Нет,Средний
OC35193,,Корпоративный,Стройматериалы,170.92,0.86,2.0,211.0,Требуется аккуратность,Высокий
,2019-01-24,Корпоративный,Продукты питания,612.78,3.24,1.0,161.0,Требуется холод,Высокий
OC16387,2019-01-24,Корпоративный,Продукты питания,556.24,3.22,1.0,40.0,Требуется холод,Высокий
OD64723,2019-01-24,Корпоративный,Продукты питания,2443.86,10.91,11.0,621.0,Требуется аккуратность,Низкий
OC98146,2019-01-24,Корпоративный,Одежда,279.28,,4.0,211.0,Требуется холод,Высокий
OC22646,2019-01-24,Частный,Медикаменты,683.66,3.35,2.0,175.0,Требуется холод,Высокий
OR88982,2019-01-24,Корпоративный,Техника,303.5,1.46,1.0,23.0,Требуется холод,Высокий
OR60575,2019-01-24,Частный,Продукты питания,1521.08,8.59,5.0,326.0,Требуется аккуратность,Средний
OR73920,2019-01-24,Частный,Техника,2181.4,10.07,12.0,744.0,Требуется аккуратность,Низкий
OR29465,2019-01-24,Корпоративный,Одежда,544.78,2.59,1.0,66.0,Требуется холод,Высокий
OR98586,2019-01-25,Корпоративный,Одежда,2524.46,11.07,7.0,703.0,Нет,Низкий
OR61564,2019-01-25,Частный,Медикаменты,359.6,1.46,2.0,240.0,Требуется холод,Высокий
OR61714,2019-01-25,Корпоративный,Продукты питания,251.23,1.45,2.0,172.0,Требуется холод,Высокий
OR60351,2019-01-25,Частный,Продукты питания,1441.01,8.09,3.0,322.0,Требуется аккуратность,Средний
OR76797,,Частный,Стройматериалы,2332.93,13.05,9.0,725.0,Требуется аккуратность,Низкий
OC76698,2019-01-25,Частный,Продукты питания,626.76,2.84,1.0,90.0,,Высокий
OR78022,2019-01-25,Частный,Техника,2508.76,10.72,9.0,877.0,Нет,Низкий
OC55439,2019-01-25,Частный,Медикаменты,388.5,,1.0,93.0,Требуется холод,Высокий
OD55290,2019-01-25,Частный,Продукты питания,1015.94,5.28,,231.0,Требуется холод,Высокий
OC22686,,Корпоративный,Техника,835.54,4.13,4.0,230.0,Требуется аккуратность,Высокий
OD37651,2019-01-25,Корпоративный,Одежда,2424.17,10.89,12.0,619.0,Требуется аккуратность,Низкий
OR44324,,Частный,Одежда,370.14,2.06,1.0,38.0,Требуется аккуратность,Высокий
OD19319,2019-01-25,Корпоративный,Одежда,546.76,2.35,3.0,167.0,Требуется холод,Высокий
OD18568,2019-01-25,Частный,Одежда,101.25,0.57,1.0,3.0,,Высокий
OD77147,2019-01-25,Корпоративный,Стройматериалы,834.51,4.9,1.0,96.0,Требуется холод,Высокий
OR76932,2019-01-25,Частный,Медикаменты,611.67,,3.0,143.0,Требуется холод,Высокий
OR33790,2019-01-25,Частный,Одежда,1315.87,7.22,3.0,291.0,Требуется аккуратность,Средний
OD50405,,Корпоративный,Медикаменты,319.22,1.71,2.0,187.0,Требуется холод,Высокий
,2019-01-25,Корпоративный,Одежда,29231.96,137.44,27.0,2093.0,Требуется холод,
OR35310,2019-01-26,Корпоративный,Стройматериалы,621.83,2.7,2.0,197.0,Нет,Высокий
