Расстояние (км),Вес груза (кг),Объём груза (м³),Плотность (кг/м³),Стоимость топлива (тенге/л),Тип груза,Тип транспорта,Зарплата водителя (тенге),Налоги и сборы (тенге),Стоимость доставки (тенге)
2464.0,13439.0,24.4,551.0,203.0,Продукты,Грузовик,119694.0,27820.0,289341.0
1819.0,6651.0,34.10043150963659,195.0,190.0,Мебель,Тент,193978.0,34992.0,315707.0
486.0,19934.0,105.0,190.0,226.0,Продукты,Грузовик,110460.0,24531.0,171398.0
1272.0,3537.0,9.4,376.0,251.0,Одежда,Тент,100809.0,19914.0,162308.0
2784.0,10257.0,32.413711509630375,316.0,,Техника,Тент,119136.0,18799.0,
1129.0,552.0,0.8027840987942093,688.0,241.0,Продукты,Рефрижератор,189465.0,46337.0,437170.0
2549.0,4492.0,23.1,194.0,206.0,Мебель,Грузовик,133800.0,27733.0,298799.0
337.0,12654.0,18.2922514122944,692.0,233.0,Мебель,Грузовик,,,182756.0
1021.0,30236.0,78.8,384.0,253.0,Техника,Грузовик,160877.0,25030.0,231751.0
1054.0,1789.0,2.967101756106394,603.0,193.0,Продукты,Тент,189016.0,42606.0,333638.0
230.0,1564.0,3.631601549271839,431.0,211.0,Продукты,Тент,178934.0,32213.0,241375.0
437.0,3150.0,17.8,177.0,234.0,Мебель,Грузовик,,,218005.0
674.0,2578.0,31.6,82.0,196.0,Мебель,Тент,187269.0,32123.0,243178.0
2479.0,26597.0,53.7,495.0,185.0,Стройматериалы,Тент,134699.0,24706.0,257889.0
255.0,7788.0,49.2,158.0,237.0,Мебель,Тент,,,210888.0
970.0,9636.0,89.5,108.0,239.0,Мебель,Грузовик,172660.0,33442.0,242532.0
114.0,3980.0,18.9,211.0,182.0,Техника,Грузовик,192961.0,37375.0,192763.0
2140.0,816.0,1.9249909939258247,424.0,232.0,Продукты,Рефрижератор,124309.0,26222.0,422662.0
1825.0,3287.0,16.3,202.0,253.0,Техника,Тент,160410.0,28956.0,267637.0
1993.0,1698.0,3.348311188532229,507.0,214.0,Продукты,Тент,119629.0,22381.0,277434.0
1217.0,7505.0,39.7,189.0,180.0,Мебель,Тент,135514.0,27365.0,230923.0
682.0,6176.0,11.65744508687669,530.0,229.0,Мебель,Грузовик,154634.0,25463.0,196630.0
2076.0,11497.0,19.771415597990664,581.0,200.0,Мебель,Тент,140372.0,26911.0,298916.0
2550.0,28765.0,70.1,410.0,235.0,Одежда,Тент,194461.0,30681.0,303545.0
462.0,6778.0,35.8,189.0,222.0,Мебель,Тент,100147.0,21366.0,140761.0
1542.0,12997.0,20.44996885768014,636.0,232.0,Мебель,Грузовик,158273.0,29734.0,269381.0
825.0,16170.0,35.6,454.0,193.0,Продукты,Грузовик,132857.0,31268.0,209754.0
547.0,7014.0,38.3,183.0,242.0,Мебель,Тент,166983.0,36392.0,248793.0
2175.0,29294.0,55.1,532.0,230.0,Продукты,Грузовик,,,333142.0
1718.0,318.0,0.5415858143192812,587.0,240.0,Продукты,Тент,131084.0,20459.0,300868.0
698.0,28735.0,47.4,606.0,237.0,Стройматериалы,Тент,120901.0,18330.0,185150.0
962.0,1392.0,3.266840355914643,426.0,230.0,Продукты,Тент,198741.0,32066.0,321064.0
3023.0,31787.0,29.8,1067.0,253.0,Стройматериалы,Тент,179703.0,35600.0,432612.0
2666.0,8964.0,13.823214085760137,648.0,216.0,Продукты,Грузовик,131861.0,20391.0,359485.0
2690.0,627.0,0.9970546754142758,629.0,249.0,Продукты,Тент,163997.0,35575.0,464469.0
1374.0,30145.0,33.9,889.0,234.0,Стройматериалы,Тент,167941.0,41932.0,305817.0
1806.0,27717.0,47.8,580.0,208.0,Стройматериалы,Тент,159806.0,32370.0,301355.0
1139.0,2851.0,15.7,182.0,199.0,Мебель,Тент,195961.0,47147.0,333249.0
295.0,1442.0,3.623078074909106,398.0,228.0,Продукты,Рефрижератор,197420.0,40679.0,356823.0
1297.0,7977.0,44.2,180.0,238.0,Мебель,Грузовик,101182.0,24974.0,226874.0
1852.0,3453.0,10.0,345.0,225.0,Продукты,Грузовик,168515.0,41776.0,311776.0
924.0,18455.0,37.297280379372616,495.0,245.0,Одежда,Грузовик,145277.0,35100.0,182442.0
2547.0,1510.0,5.7,265.0,259.0,Техника,Тент,100626.0,21142.0,287687.0
520.0,28205.0,46.8,603.0,201.0,Одежда,Грузовик,184999.0,43824.0,200517.0
1100.0,14600.0,76.3,191.0,217.0,Мебель,Тент,164671.0,40648.0,285359.0
454.0,18481.0,75.4,245.0,237.0,Техника,Грузовик,123614.0,23381.0,147535.0
1202.0,1492.0,2.90077993916082,514.0,181.0,Продукты,Тент,162448.0,26097.0,292013.0
206.0,15895.0,113.5,140.0,208.0,Стройматериалы,Тент,146706.0,33892.0,193824.0
897.0,611.0,1.3015608185029357,469.0,215.0,Продукты,Тент,,,237173.0
1252.0,7447.0,28.1,265.0,222.0,Техника,Грузовик,141124.0,30560.0,210649.0
1520.0,6247.0,36.4,172.0,181.0,Мебель,Тент,,,231962.0
1609.0,16193.0,48.7,333.0,205.0,Техника,Грузовик,106622.0,19278.0,184583.0
902.0,2142.0,5.8,369.0,210.0,Техника,Грузовик,100017.0,19747.0,155594.0
1604.0,17867.0,75.9,235.0,257.0,Стройматериалы,Грузовик,177881.0,42882.0,330636.0
1612.0,18443.0,32.6,566.0,212.0,Продукты,Грузовик,113398.0,26971.0,243887.0
1001.0,1410.0,3.9,362.0,243.0,Техника,Тент,125149.0,19034.0,177510.0
2397.0,2687.0,31.084489176896103,86.0,184.0,Мебель,Грузовик,109140.0,20692.0,271807.0
1578.0,6603.0,34.3,193.0,224.0,Мебель,Тент,110248.0,16827.0,227439.0
1004.0,8302.0,45.4,183.0,240.0,Мебель,Грузовик,182270.0,43026.0,265104.0
2971.0,6584.0,12.2,540.0,229.0,Одежда,Грузовик,151041.0,32088.0,272586.0
2559.0,31403.0,68.4,459.0,250.0,Одежда,Тент,144303.0,26240.0,307514.0
2844.0,3620.0,19.07656560721332,190.0,192.0,Мебель,Грузовик,195501.0,39368.0,374098.0
2029.0,24768.0,43.0,576.0,258.0,Стройматериалы,Грузовик,107359.0,22167.0,283192.0
1172.0,19041.0,42.7,446.0,194.0,Стройматериалы,Грузовик,136255.0,31610.0,210035.0
905.0,38495.0,78.5,490.0,186.0,Продукты,Грузовик,185704.0,33184.0,253551.0
1925.0,9314.0,37.4,249.0,236.0,Техника,Тент,180249.0,36855.0,315781.0
2854.0,16966.0,54.5,311.0,218.0,Стройматериалы,Грузовик,136106.0,32479.0,303290.0
1972.0,16920.0,42.7,396.0,246.0,Техника,Грузовик,192178.0,38287.0,336866.0
2629.0,7005.0,39.9,176.0,217.0,Мебель,Грузовик,135676.0,24095.0,344989.0
995.0,13439.0,33.14353832963927,405.0,258.0,Техника,Грузовик,157658.0,37254.0,215891.0
1251.0,8451.0,25.2,335.0,189.0,Продукты,Грузовик,150668.0,34478.0,278893.0
2706.0,20260.0,108.1,187.0,256.0,Продукты,Грузовик,113761.0,17969.0,356133.0
2393.0,19540.0,85.2,229.0,183.0,Стройматериалы,Тент,118674.0,18439.0,240571.0
2855.0,894.0,1.917518152344804,466.0,207.0,Продукты,Тент,122528.0,30339.0,367281.0
2415.0,15357.0,8.4,1828.0,212.0,Стройматериалы,Тент,196118.0,42132.0,343577.0
1307.0,2779.0,,,194.0,Мебель,Грузовик,120082.0,24868.0,220894.0
1688.0,1888.0,26.6,71.0,213.0,Мебель,Грузовик,106361.0,20944.0,221098.0
2630.0,6056.0,15.6,388.0,184.0,Техника,Тент,136456.0,30828.0,252849.0
1611.0,17698.0,53.4,331.0,225.0,Стройматериалы,Грузовик,124903.0,30921.0,220199.0
813.0,26019.0,82.3,316.0,207.0,Стройматериалы,Грузовик,191157.0,40281.0,266091.0
1394.0,16746.0,7.8,2147.0,250.0,Стройматериалы,Грузовик,139402.0,22357.0,255894.0
1574.0,22333.0,66.0,338.0,181.0,Техника,Тент,154677.0,30256.0,238610.0
364.0,3819.0,40.4,95.0,251.0,Мебель,Грузовик,170541.0,38484.0,206837.0
2323.0,4839.0,12.713939745089704,381.0,255.0,Техника,Грузовик,199766.0,44581.0,344844.0
415.0,740.0,1.1243676834833372,658.0,230.0,Продукты,Тент,133877.0,25359.0,182430.0
1211.0,670.0,1.2431863735374,539.0,258.0,Продукты,Рефрижератор,159511.0,28981.0,391322.0
2347.0,10847.0,17.537250677475303,619.0,199.0,Мебель,Тент,118564.0,22513.0,253182.0
1365.0,3065.0,22.4,137.0,207.0,Мебель,Грузовик,147723.0,23985.0,266865.0
2461.0,1640.0,2.5638097276360394,640.0,229.0,Продукты,Тент,101360.0,18057.0,330382.0
1085.0,8102.0,24.5,331.0,202.0,Продукты,Грузовик,132103.0,27088.0,225611.0
2814.0,5981.0,34.6,173.0,223.0,Мебель,Грузовик,124800.0,19780.0,287649.0
684.0,1640.0,2.931272714374887,559.0,236.0,Продукты,Рефрижератор,159345.0,36320.0,304841.0
205.0,9613.0,58.2,165.0,211.0,Мебель,Грузовик,135670.0,26886.0,151281.0
2479.0,5023.0,68.9,73.0,232.0,Мебель,Грузовик,124534.0,28615.0,329774.0
2140.0,931.0,1.5022454384363446,620.0,224.0,Продукты,Тент,111365.0,25982.0,312302.0
712.0,8155.0,23.1,353.0,203.0,Продукты,Грузовик,129714.0,27412.0,225374.0
3057.0,5358.0,55.6,96.0,197.0,Мебель,Грузовик,141378.0,27891.0,343131.0
1590.0,6221.0,52.9,118.0,254.0,Мебель,Грузовик,106549.0,21539.0,212786.0
2706.0,9493.0,24.8,383.0,222.0,Одежда,Грузовик,136354.0,28463.0,243386.0
1496.0,9123.0,16.5,553.0,199.0,Продукты,Грузовик,154843.0,29255.0,305012.0
1488.0,12800.0,22.37287743820688,572.0,203.0,Техника,Грузовик,172749.0,32608.0,228237.0
1388.0,1085.0,6.9,157.0,247.0,Мебель,Грузовик,176793.0,37413.0,273937.0
1082.0,691.0,2.117604301324762,326.0,193.0,Продукты,Рефрижератор,152039.0,23094.0,321775.0
,1646.0,12.1,136.0,233.0,Мебель,Грузовик,184595.0,37676.0,
1442.0,6729.0,35.638870570087846,189.0,231.0,Мебель,Грузовик,188114.0,45885.0,286071.0
200.0,3301.0,31.7,104.0,232.0,Мебель,Тент,143636.0,23721.0,179351.0
853.0,8337.0,4.5,1853.0,202.0,Стройматериалы,Грузовик,,,222917.0
713.0,11032.0,6.1,1809.0,184.0,Стройматериалы,Тент,195607.0,30125.0,270305.0
2496.0,1902.0,4.981317241498021,382.0,223.0,Продукты,Тент,120354.0,25954.0,309465.0
1764.0,20674.0,34.9,592.0,216.0,Продукты,Грузовик,188400.0,36281.0,319907.0
2309.0,13532.0,19.584837153475288,691.0,196.0,Мебель,Грузовик,136702.0,31872.0,315434.0
2893.0,6419.0,46.4,138.0,195.0,Мебель,Тент,135744.0,32883.0,304990.0
1978.0,20697.0,20.1,1030.0,193.0,Стройматериалы,Тент,141116.0,32250.0,241735.0
2914.0,18553.0,34.4,539.0,250.0,Одежда,Тент,114829.0,18690.0,264506.0
1020.0,21473.0,48.4,444.0,194.0,Продукты,Грузовик,191996.0,43919.0,331652.0
631.0,32223.0,19.5,1652.0,182.0,Стройматериалы,Тент,172402.0,41270.0,208421.0
1212.0,5074.0,22.0,231.0,251.0,Техника,Тент,195323.0,40708.0,252339.0
1449.0,30685.0,89.9,341.0,184.0,Техника,Тент,150963.0,37674.0,212186.0
2579.0,15531.0,80.6,193.0,184.0,Мебель,Тент,156393.0,33849.0,322287.0
1652.0,1085.0,1.853754717064108,585.0,198.0,Продукты,Рефрижератор,105164.0,16148.0,286107.0
922.0,18590.0,55.5,335.0,258.0,Техника,Грузовик,105303.0,23989.0,156893.0
2189.0,8086.0,29.4,275.0,200.0,Техника,Грузовик,177804.0,30781.0,259326.0
1506.0,15105.0,44.8,337.0,258.0,Одежда,Грузовик,176015.0,27079.0,245880.0
543.0,19040.0,52.2,365.0,243.0,Техника,Грузовик,168856.0,28096.0,186295.0
1829.0,6410.0,50.9,126.0,227.0,Мебель,Грузовик,135101.0,27572.0,296316.0
2835.0,11359.0,17.0,668.0,230.0,Одежда,Грузовик,177504.0,34571.0,322317.0
2455.0,2385.0,15.5,154.0,237.0,Мебель,Грузовик,170841.0,36511.0,342314.0
1766.0,1554.0,2.456146165786448,633.0,194.0,Продукты,Тент,125781.0,21490.0,241897.0
1120.0,4338.0,14.2,305.0,209.0,Техника,Тент,182317.0,31630.0,259166.0
322.0,11780.0,88.0,134.0,213.0,Мебель,Тент,137931.0,22458.0,191340.0
1488.0,5388.0,13.0,414.0,202.0,Одежда,Тент,159300.0,25856.0,203434.0
2316.0,2056.0,18.5,111.0,239.0,Мебель,Тент,170634.0,30504.0,352833.0
1164.0,30103.0,73.7,408.0,197.0,Продукты,Грузовик,181352.0,28643.0,273774.0
736.0,1988.0,6.5,306.0,208.0,Продукты,Рефрижератор,124533.0,22330.0,229996.0
2828.0,5946.0,20.3,293.0,244.0,Техника,Грузовик,185894.0,45873.0,395297.0
2394.0,3835.0,22.4,171.0,201.0,Мебель,Грузовик,170802.0,29870.0,335981.0
1920.0,9516.0,48.5,196.0,207.0,Мебель,Тент,129295.0,21505.0,284320.0
484.0,6562.0,16.5,398.0,260.0,Техника,Грузовик,198949.0,40578.0,221908.0
512.0,1118.0,2.2535214406347936,496.0,225.0,Продукты,Тент,132238.0,22139.0,199238.0
399.0,1216.0,2.421338703571152,502.0,191.0,Продукты,Тент,136036.0,31741.0,182869.0
1954.0,5573.0,25.5,219.0,211.0,Техника,Грузовик,186063.0,35127.0,312225.0
398.0,1626.0,4.827616719037316,337.0,231.0,Продукты,Тент,160992.0,27490.0,233897.0
2552.0,26429.0,54.7,483.0,194.0,Одежда,Тент,116993.0,17747.0,219238.0
2909.0,579.0,1.2074989997168186,480.0,241.0,Продукты,Тент,165036.0,36347.0,407592.0
1100.0,7429.0,50.3,148.0,182.0,Мебель,Грузовик,161357.0,35435.0,244476.0
1436.0,1468.0,2.481024837093152,592.0,253.0,Продукты,Тент,121030.0,23096.0,277942.0
2195.0,878.0,1.538122130335574,571.0,196.0,Продукты,Рефрижератор,171453.0,27543.0,420632.0
2655.0,20179.0,9.5,2124.0,181.0,Стройматериалы,Грузовик,102448.0,20020.0,257852.0
2544.0,15291.0,44.5,344.0,228.0,Техника,Грузовик,161140.0,26292.0,285591.0
249.0,2858.0,26.8,107.0,189.0,Мебель,Тент,150464.0,25183.0,203360.0
581.0,5471.0,31.7,173.0,200.0,Мебель,Тент,137211.0,34259.0,215288.0
2289.0,701.0,1.8140560980896747,386.0,241.0,Продукты,Рефрижератор,120339.0,27443.0,412396.0
2154.0,26806.0,78.5,341.0,255.0,Техника,Тент,158365.0,25624.0,273061.0
467.0,26135.0,45.4,576.0,255.0,Стройматериалы,Грузовик,138477.0,33339.0,186665.0
1499.0,2753.0,17.7,156.0,197.0,Мебель,Тент,100320.0,17331.0,195740.0
2349.0,4344.0,27.1,160.0,225.0,Мебель,Тент,142002.0,30984.0,312270.0
704.0,29664.0,30.7,966.0,237.0,Стройматериалы,Грузовик,188007.0,34877.0,222174.0
2663.0,19473.0,56.2,346.0,195.0,Стройматериалы,Тент,128074.0,21581.0,278584.0
246.0,1954.0,3.291658985554628,594.0,234.0,Продукты,Тент,130718.0,20010.0,171374.0
2314.0,5520.0,51.1,108.0,219.0,Мебель,Тент,196812.0,45554.0,369806.0
1930.0,24228.0,37.3,650.0,259.0,Стройматериалы,Грузовик,163326.0,33184.0,306802.0
1043.0,38026.0,21.4,1777.0,184.0,Стройматериалы,Грузовик,189497.0,,241562.0
2135.0,1292.0,1.969205924493186,656.0,229.0,Продукты,Рефрижератор,153997.0,36532.0,398265.0
2452.0,4207.0,24.1,175.0,221.0,Мебель,Грузовик,143802.0,27741.0,331076.0
2912.0,25498.0,75.3,339.0,219.0,Одежда,Тент,195318.0,39851.0,333895.0
1118.0,2884.0,8.4,343.0,253.0,Техника,Тент,133535.0,21105.0,217118.0
2187.0,28552.0,28.3,1009.0,190.0,Стройматериалы,Грузовик,114691.0,21057.0,252864.0
1874.0,1236.0,2.889529976785816,428.0,245.0,Продукты,Тент,141414.0,34235.0,355944.0
1559.0,29628.0,12.9,2297.0,246.0,Стройматериалы,Грузовик,129392.0,21734.0,263940.0
2695.0,8168.0,22.2,368.0,181.0,Техника,Грузовик,122067.0,20144.0,227902.0
90.0,1118.0,1.8613545129649365,601.0,202.0,Продукты,Рефрижератор,117294.0,21237.0,190518.0
877.0,7285.0,41.60914214012011,175.0,192.0,Мебель,Тент,122964.0,19318.0,205862.0
1593.0,935.0,2.5706432181422,364.0,255.0,Продукты,Тент,182166.0,40810.0,386725.0
623.0,22104.0,42.1,525.0,218.0,Стройматериалы,Грузовик,154780.0,25487.0,191395.0
2571.0,20774.0,68.1,305.0,221.0,Стройматериалы,Тент,140619.0,25503.0,326269.0
2066.0,1992.0,27.6,72.0,257.0,Мебель,Тент,165815.0,34809.0,366603.0
1424.0,5264.0,49.0,107.0,258.0,Мебель,Грузовик,103376.0,22384.0,207625.0
2401.0,8137.0,53.5,152.0,255.0,Мебель,Грузовик,,,315445.0
1375.0,1312.0,1.8877632640357724,695.0,252.0,Продукты,Тент,155602.0,28605.0,300410.0
1686.0,2913.0,23.2,126.0,186.0,Мебель,Грузовик,,,248712.0
92.0,8580.0,14.4,596.0,190.0,Продукты,Грузовик,126624.0,24882.0,160258.0
1104.0,10514.0,16.1,653.0,243.0,Продукты,Грузовик,146859.0,24055.0,266434.0
459.0,1489.0,3.6,414.0,226.0,Одежда,Грузовик,197713.0,31444.0,202982.0
1997.0,10329.0,71.9,144.0,250.0,Мебель,Грузовик,197244.0,37734.0,345336.0
1544.0,2331.0,12.9,181.0,181.0,Мебель,Грузовик,134442.0,28988.0,245150.0
940.0,36375.0,18.1,2010.0,202.0,Стройматериалы,Грузовик,165344.0,26791.0,219640.0
1365.0,5436.0,52.9,103.0,222.0,Мебель,Грузовик,119413.0,18258.0,217980.0
721.0,7411.0,30.6,242.0,199.0,Техника,Тент,137180.0,25190.0,175704.0
2856.0,1036.0,3.1664118808266752,327.0,235.0,Продукты,Рефрижератор,155905.0,36045.0,481588.0
239.0,6105.0,34.5,177.0,224.0,Мебель,Тент,162871.0,37147.0,199824.0
2517.0,6803.0,28.6,238.0,242.0,Техника,Тент,196678.0,47559.0,372904.0
1647.0,4729.0,24.9,190.0,187.0,Мебель,Тент,184867.0,45644.0,306684.0
1798.0,25234.0,42.0,601.0,222.0,Продукты,Грузовик,100228.0,16890.0,254251.0
978.0,1073.0,11.5,93.0,228.0,Мебель,Грузовик,115010.0,27507.0,204859.0
3029.0,30690.0,13.6,2257.0,241.0,Стройматериалы,Тент,175953.0,31718.0,431520.0
909.0,650.0,1.7762472659063309,366.0,248.0,Продукты,Тент,143612.0,,263056.0
1693.0,4142.0,9.0,460.0,214.0,Продукты,Грузовик,186450.0,40884.0,344803.0
2802.0,6860.0,11.8,581.0,199.0,Продукты,Грузовик,115761.0,21062.0,281052.0
2729.0,23676.0,87.8,270.0,226.0,Техника,Тент,171627.0,31138.0,325438.0
1636.0,23910.0,29.0,824.0,255.0,Стройматериалы,Тент,174239.0,31369.0,333945.0
2870.0,1108.0,1.842454637380772,601.0,231.0,Продукты,Тент,194628.0,40210.0,470863.0
2187.0,39601.0,23.2,1707.0,243.0,Стройматериалы,Тент,193955.0,40180.0,344991.0
685.0,11570.0,37.4,309.0,203.0,Техника,Грузовик,114583.0,27608.0,161086.0
1224.0,2695.0,11.6,232.0,232.0,Техника,Тент,119647.0,21441.0,182507.0
1046.0,1986.0,12.3,161.0,253.0,Мебель,Тент,134600.0,31863.0,229117.0
1019.0,2310.0,26.5,87.0,242.0,Мебель,Грузовик,144073.0,30523.0,222007.0
